TAP_service,table_name,objects,description
VizieR,J/ApJS/243/17/table1,3,"Strong lens candidates from visual inspection of the neural network-selected sources ( Jacobs C., Collett T., Glazebrook K., et al.)"
VizieR,J/A+A/558/A68/galaxies,3,"General parameters and observed  line parameters of the galaxies observed } ( Gavazzi G., Consolandi G., Dotti M., Fossati M., Savorgnan G., Gualandi R., Bruni I.)"
VizieR,J/ApJS/256/9/table4,3,"C3R2 DR3 spectroscopic redshifts ( Stanford S.A., Masters D., Darvish B., et al.)"
VizieR,J/MNRAS/450/3568/table1,3,"The non-Fermi sample ( Xiong D., Zhang X., Bai J., Zhang H.)"
VizieR,J/MNRAS/454/3816/tableb1,3,"Nebular SN Ia host information ( Childress M.J., Hillier D.J., Seitenzahl I., et al.)"
VizieR,J/ApJ/925/97/table1,3,"Fermi {gamma}-ray blazars ( Pei Z., Fan J., Yang J., Huang D., Li Z.)"
VizieR,J/MNRAS/411/505/matching,3,"Combined catalog with  maximum likelihood submm photometry, SED model fits and redshifts ( Chapin E.L., Chapman S.C., Coppin K.E., et al.)"
VizieR,J/ApJ/559/654/object,3,"List of all QSOs ( Chen H.-W., Lanzetta K.M., Webb J.K., Barcons X.)"
VizieR,J/A+A/473/347/table1,3,"GRB data in the BS-GRBWF catalog: general informations ( Vetere L., Soffitta P., Massaro E., Giommi P., Costa E.)"
VizieR,J/ApJS/219/18/hdet2,3,"Fluxes of the 24um-selected  Herschel-detected type-2 AGN sample with redshifts and derived  parameters ( Xu L., Rieke G.H., Egami E., Pereira M.J., Haines C.P., Smith G.P.)"
VizieR,J/ApJ/716/30/blazars,3,"Blazar source list and SED parameter ( Abdo A.A., Ackermann M., Agudo I., et al.)"
VizieR,J/ApJ/934/56/sample,3,"CDF-N (Table 2) and CDF-S (Table 3) SCUBA-2 450um (>4{sigma}) ( Barger A.J., Cowie L.L., Blair A.H., Jones L.H.)"
VizieR,J/AJ/133/496/table1,3,"Infrared Properties of OH Megamasers ( Chen P.S., Shan H.G., Gao Y.F.)"
VizieR,J/AJ/151/54/table1,3,"Blazar sample ( Sandrinelli A., Covino S., Dotti M., Treves A.)"
VizieR,J/ApJS/224/15/table12,3,"250ks E-CDF-S supplementary near-infrared bright Chandra source catalog ( Xue Y.Q., Luo B., Brandt W.N., Alexander D.M., Bauer F.E., Lehmer B.D., Yang G.)"
VizieR,J/ApJ/730/19/agn,3,"Spectroscopic properties and SEDs of AGNs ( Sargsyan L., Weedman D., Lebouteiller V., Houck J., Barry D., Hovhannisyan A., Mickaelian A.)"
VizieR,J/ApJ/549/155/table1,3,"The Properties of the Objects in Our Sample ( Nagao T., Murayama T., Taniguchi Y.)"
VizieR,J/A+A/692/A209/table1,3,"Key properties of galaxies in the LLAGN sample ( Lopez I.E., Yang G., Mountrichas G., et al.)"
VizieR,J/ApJ/942/9/table1,3,"ZTF-I tidal disruption events (TDEs) ( Hammerstein E., van Velzen S., Gezari S., et al.)"
HEASARC,ros400gcls,3,ROSAT PSPC 400 Square Degree Galaxy Cluster Catalog
VizieR,J/ApJ/841/7/table2,2,"Spectroscopic cluster member catalog ( Benson B., Wittman D.M., Golovich N., Jee M.J., van Weeren R.J., Dawson W.A.)"
VizieR,J/ApJ/882/177/stars,2,"Observing log (Table 1) and measured stellar parameters (Table 2) ( Marshall J.L., Hansen T., Simon J.D., et al.)"
VizieR,J/ApJS/176/355/table1,2,"Black Hole Parameters of the Sample ( Kelly B.C., Bechtold J., Trump J.R., Vestergaard M., Siemiginowska A.)"
VizieR,J/ApJ/761/125/table4,2,"*Sample of 1FGL for blazars ( Fan J.H., Yang J.H., Yuan Y.H., Wang J., Gao Y.)"
VizieR,J/A+A/441/915/qsos,2,"Sample of 355 polarized quasars ( Hutsemekers D., Cabanac R., Lamy H., Sluse D.)"
VizieR,J/ApJ/771/85/table4,2,"Compilation of masses and structural parameters for high-redshift galaxies ( van de Sande J., Kriek M., Franx M., van Dokkum P.G., Bezanson R., Bouwens R.J., Quadri R.F., Rix H.-W., Skelton R.E.)"
VizieR,J/ApJS/191/340/table6,2,"Optical clusters with X-ray Counterparts from the RASS (Voges et al. 1999, Cat. IX/10) ( Menanteau F., Hughes J.P., Barrientos L.F., Deshpande A.J., Hilton M., Infante L., Jimenez R., Kosowsky A., Moodley K., Spergel D., Verde L.)"
VizieR,J/A+A/606/A101/table4,2,"Polarization data ( Hutsemekers D., Hall P., Sluse D.)"
VizieR,J/ApJ/833/178/table1,2,"Cluster properties ( Vulcani B., Treu T., Schmidt K.B., Morishita T., Dressler A., Poggianti B.M., Abramson L., Bradac M., Brammer G.B., Hoag A., Malkan M., Pentericci L., Trenti M.)"
VizieR,J/ApJ/740/91/table1,2,"Fields analyzed from WFCCD spectrometer at Las Campanas Observatory ( Prochaska J.X., Weiner B., Chen H.-W., Mulchaey J., Cooksey K.)"
VizieR,J/A+A/678/A174/table1,2,"Details of each lensing cluster used in this study ( Goovaerts I., Pello R., Thai T.T., Tuan-Anh P., Richard J., Claeyssens A., Carinos E., de La Vieuville G., Matthee J.)"
VizieR,J/ApJ/882/69/clusters,2,"The merging cluster collaboration radio-selected (Table 1) and the ancillary radio and X-ray data utilized in this paper (Table 2) ( Golovich N., Dawson W.A., Wittman D.M., van Weeren R.J., Andrade-Santos F., Jee M.J., Benson B., de Gasperin F., Venturi T., Bonafede A., Sobral D., Ogrean G.A., Lemaux B.C., Bradac M., Bruggen M., Peter A.)"
VizieR,J/MNRAS/440/1248/dim1t2v,2,"Type2 voids from dim1 in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/ApJS/269/15/sample,2,"information (Table 1) and correlations between primary continuum and soft excesses (Table 3) ( Nandi P., Chatterjee A., Jana A., Chakrabarti S.K., Naik S., Safi-Harb S., Chang H.-K., Heyl J.)"
HEASARC,lqac,2,"Large Quasar Astrometric Catalog, 3rd Release"
VizieR,J/ApJ/773/86/table1,2,"A2029 member list ( Tyler K.D., Rieke G.H., Bai L.)"
VizieR,J/A+A/660/A69/s4getgp3,2,"Early-type galaxy extension to the S4G ( Watkins A.E., Salo H., Laurikainen E., et al.)"
VizieR,J/ApJS/182/628/galaxies,2,"Catalog of studied ultra-luminous IR Galaxies and PG quasars: observations, continuum and emission-line measurements, H_2_ properties, AGN contributions and Eddington properties (tables 1-5, 8, 12 and 16 of paper) ( Veilleux S., Rupke D.S.N., Kim D.-C., Genzel R., Sturm E., Lutz D., Contursi A., Schweitzer M., Tacconi L.J., Netzer H., Sternberg A., Mihos J.C., Baker A.J., Mazzarella J.M., Lord S., Sanders D.B., Stockton A., Joseph R.D., Barnes J.E.)"
VizieR,J/ApJ/622/772/table2,2,"Properties of radio SMGs (submillimeter galaxies) ( Chapman S.C., Blain A.W., Smail I., Ivison R.J.)"
VizieR,J/A+A/520/A113/table3,2,"List of the 398 extragalactic radio sources detected during EC025A and EC025B experiments (211 out of 218 detected during EC025A, and 187 out of 229 detected during EC025B) ( Bourda G., Charlot P., Porcas R.W., Garrington S.T.)"
VizieR,J/ApJ/542/673/table2,2,"Cluster parameters ( Fasano G., Poggianti B.M., Couch W.J., Bettoni D., Kjaergaard P., Moles M.)"
VizieR,J/ApJ/842/87/table3,2,"Sources with unknown classification predicted to be flat-spectrum radio quasars (FSRQs) ( Mao P., Urry C.M., Marchesini E., Landoni M., Massaro F., Ajello M.)"
VizieR,J/MNRAS/499/4325/tablea2,2,"Basic data for the SB galaxies ( Ramos Padilla A.F., Ashby M.L.N., Smith H.A., Martinez-Galarza J.R., Beverage A.G., Dietrich J., Higuera-G. M.-A., Weiner A.S.)"
VizieR,J/A+A/558/A149/table1,2,"The 23 Large Program and archive targets ( Burtscher L., Meisenheimer K., Tristram K.R.W., Jaffe W., Honig S.F., Davies R.I., Kishimoto M., Pott J.-U., Rottgering H., Schartmann M., Weigelt G., Wolf S.)"
VizieR,J/A+A/479/49/table3,2,"Spectroscopically confirmed SNe ( Botticella M.T., Riello M., Cappellaro E., Benetti S., Altavilla G., Pastorello A., Turatto M., Greggio L., Patat F., Valenti S., Zampieri L., Harutyunyan A., Pignata G., Taubenberger S.)"
VizieR,J/ApJ/874/53/table2,2,"properties and measurements ( Betti S.K., Pope A., Scoville N., Yun M.S., Aussel H., Kartaltepe J., Sheth K.)"
VizieR,J/ApJ/594/1/table12,2,"Fall 1999 Observations and Spectroscopic Data (tables 1 & 2 of the paper) ( Tonry J.L., Schmidt B.P., Barris B., et al.)"
VizieR,J/A+A/512/A34/table2,2,"Optical and X-ray properties of the total sample ( Lusso E., Comastri A., Vignali C., et al.)"
VizieR,J/MNRAS/391/1457/table1,2,"*QSO pairs ( Kirkman D., Tytler D.)"
VizieR,J/ApJS/122/51/table2,2,"Properties of the clusters ( Dressler A., Smail I., Poggianti B.M., Butcher H., Couch W.J., Ellis R.S., Oemler A.Jr)"
VizieR,J/ApJ/708/841/table1,2,"H I data for the NFGS ( Wei L.H., Kannappan S.J., Vogel S.N., Baker A.J.)"
VizieR,J/ApJ/923/189/table1,2,"The Cosmic Origins Spectrograph-Intragroup Medium (COS-IGrM) sample ( McCabe T., Borthakur S., Heckman T., Tumlinson J., Bordoloi R., Dave R.)"
VizieR,J/A+A/430/115/table1,2,"Sample of distant galaxies ( Hammer F., Flores H., Elbaz D., Zheng X.Z., Liang Y.C., Cesarsky C.)"
VizieR,J/ApJ/843/76/table5,2,"*X-ray sample ( Andrade-Santos F., Jones C., Forman W.R., et al.)"
VizieR,J/ApJS/247/12/lensing,2,"List of lensing constraints for the 37 clusters (Tables 4-10) ( Sharon K., Bayliss M.B., Dahle H., Dunham S.J., Florian M.K., Gladders M.D., Johnson T.L., Mahler G., Paterno-Mahler R., Rigby J.R., Whitaker K.E., Akhshik M., Koester B.P., Murray K., Remolina Gonzalez J.D., Wuyts E.)"
VizieR,J/AJ/135/1505/table2,2,"Properties of our sample of RQ AGNs selected from the Chandra Deep Field Surveys ( Saez C., Chartas G., Brandt W.N., Lehmer B.D., Bauer F.E., Dai X., Garmire G.P.)"
VizieR,J/A+A/671/A112/table2,2,"Insight-HXMT sample ( Camisasca A.E., Guidorzi C., Amati L., et al.)"
VizieR,J/ApJS/131/185/table1,2,"FIRST/FSC Sample ( Stanford S.A., Stern D., van Breugel W., De Breuck C.)"
VizieR,J/A+A/461/823/table1,2,"Details of the radio galaxies observed ( Venemans B.P., Roettgering H.J.A., Miley G.K., Van Breugel W.J.M., De Breuck C., Kurk J.D., Pentericci L., Stanford S.A., Overzier R.A., Croft S., Ford H.)"
VizieR,J/A+A/676/A127/tablea4,2,"Clean cluster member galaxy catalogue ( Damsted S., Finoguenov A., Clerc N., Davalgaite I., Kirkpatrick C.C., Mamon G.A., Ider Chitham J., Kiiveri K., Comparat J., Collins C.)"
VizieR,J/ApJS/209/10/ugs,2,"Unidentified Gamma-ray Sources in the Northern  and Southern samples  and in the SDA sample ( Massaro F., D'Abrusco R., Paggi A., Masetti N., Giroletti M., Tosti G., Smith H.A., Funk S.)"
VizieR,J/A+A/598/A1/tablea1,2,"Catalog of 39 [U]LIRGs from AKARI ADF-S survey, coordinates, redshifts, photometric measurements ( Malek K., Bankowicz M., Pollo A., Takeuchi T.T., Buat V., Burgarella D., Goto T., Malkan M.)"
VizieR,J/ApJS/191/124/table7,2,"Redshifts for X-ray sources solely detected in the 1-2Ms catalogs ( Silverman J.D., Mainieri V., Salvato M., et al.)"
VizieR,J/ApJ/735/L22/table1,2,"Galaxy properties at z~0, z~1 and z~2 ( Szomoru D., Franx M., Bouwens R.J., van Dokkum P.G., Labbe I., Illingworth G.D., Trenti M.)"
VizieR,J/ApJ/749/97/table1,2,"Multiple-image systems and candidates ( Zitrin A., Rosati P., Nonino M., et al.)"
VizieR,J/A+A/581/A125/list,2,"List of GRB host galaxies with spectra ( Kruehler T., Malesani D., Fynbo J.P.U., et al.)"
VizieR,J/ApJS/131/95/table1,2,"The 5 GHz VLBA Prelaunch (VLBApls) Source List ( Fomalont E.B., Frey S., Paragi Z., Gurvits L.I., Scott W.K., Taylor A.R., Edwards P.G., Hirabayashi H.)"
VizieR,J/A+A/428/1043/vcdfs,2,"VVDS-CDFS catalog V1.0 (Version of 26 March 2004) ( Le Fevre O., Vettolani G., Paltani S., et al.)"
VizieR,J/AN/338/700/table6,2,"Blazar and some parameters ( Mingaliev M.G., Sotnikova Yu.V., Mufakharov T.V., Nieppola E., Tornikoski M., Tammi J., Lahteenmaki A., Udovitskiy R.Yu., Erkenov A.K.)"
VizieR,J/MNRAS/491/4925/table2,2,"CSQs selected in CRTS and associated features ( Graham M.J., Ross N.P., Stern D., Drake A.J., McKernan B., Ford K.E.S., Djorgovski S.G., Mahabal A.A., Glikman E., Larson S., Christensen E.)"
VizieR,J/MNRAS/437/2607/table1,2,"Low X-ray luminosity galaxy clusters ( Nilo Castellon J.L., Alonso M.V., Lambas D.G., O'Mill A.L., Valotto C., Carrasco E.R., Cuevas H., Ramirez A)"
HEASARC,xmmsdssgce,2,2XMMi/SDSS Galaxy Cluster Survey Extension
VizieR,J/A+A/383/823/fcos,2,"Objects measured in the FCOS ( Mieske S., Hilker M., Infante L.)"
VizieR,J/ApJ/696/580/table5,2,"X-ray, optical, and radio properties of the BL Lac sample ( Shemmer O., Brandt W.N., Anderson S.F., Diamond-Stanic A.M., Fan X., Richards G.T., Schneider D.P., Strauss M.A.)"
VizieR,J/ApJS/129/435/table1,2,"The NORAS Cluster X-Ray Source Catalog ( Bohringer H., Voges W., Huchra J.P., McLean B., Giacconi R., Rosati P., Burg R., Mader J., Schuecker P., Simic D., Komossa S., Reiprich T.H., Retzlaff J., Trumper J.)"
VizieR,J/AJ/154/86/catalog,2,"MaNGA catalog, DR15 ( Wake D.A., Bundy K., Diamond-Stanic A.M., Yan R., Blanton M.R., Bershady M.A., Sanchez-Gallego J.R., Drory N., Jones A., Kauffmann G., Law D.R., Li C., MacDonalD N., Masters K., Thomas D., Tinker J., Weijmans A.-M., Brownstein J.R.)"
VizieR,J/ApJ/731/97/table1,2,"Variable nucleus galaxies in GOODS ( Sarajedini V.L., Koo D.C., Klesman A.J., Laird E.S., Perez Gonzalez P.G., Mozena M.)"
VizieR,J/MNRAS/498/3241/tablea3,2,"Properties of redmapper clusters in the field of view of WGD 2038-4008 ( Buckley-Geer E.J., Lin H., Rusu C.E., et al.)"
VizieR,J/AZh/93/616/table3,2,"RCR objects with positive signals on Planck microwave maps ( Verkhodanov O.V., Maiorova E.K., Zhelenkova O.P., Solov'ev D.I., Khabibullina M.L.)"
VizieR,J/ApJS/221/2/table1,2,"Journal of HIRES observations ( Prochaska J.X., O'Meara J.M., Fumagalli M., Bernstein R.A., Burles S.M.)"
VizieR,J/ApJ/621/104/table4,2,"Catalog of X-ray sources in the CYDER fields ( Treister E., Castander F.J., Maccarone T.J., Gawiser E., Coppi P.S., Urry C.M., Maza J., Herrera D., Gonzalez V., Montoya C., Pineda P.)"
VizieR,J/MNRAS/449/1753/table1,2,"SN sample ( Poznanski D., Kostrzewa-Rutkowska Z., Wyrzykowski L., Blagorodnova N.)"
VizieR,J/MNRAS/385/1656/ATCA,2,"Observations of 2005 and 2006 ( Sadler E.M., Ricci R., Ekers R.D., Sault R.J., Jackson C.A., De Zotti G.)"
VizieR,J/A+AS/118/231/table1,2,"Individual observations ( Levato H., Malaroda S., Morrell N., Solivella G., Grosso M.)"
VizieR,J/PASJ/56/965/table3,2,"Sample list of clusters of galaxies ( Fukazawa Y., Makishima K., Ohashi T.)"
VizieR,J/ApJS/247/25/table10,2,"Newly confirmed galaxy clusters at {xi}>4.5 in the SPT-SZ Survey ( Bleem L.E., Bocquet S., Stalder B., et al.)"
VizieR,J/A+A/651/A81/table1,2,"List of the 44 SNe Ic in the used in this work with their coordinates, redshifts, distances and extinction estimates ( Barbarino C., Sollerman J., Taddia F., Fremling C., Karamehmetoglu E., Arcavi I., Gal-Yam A., Laher R., Schulze S., Wozniak P., Yan L.)"
VizieR,J/ApJS/268/6/table1,2,"The Fermi 4FGL blazars ( Chen Y., Gu Q., Fan J., Yu X., Zhong X., Liu H., Ding N., Xiong D., Guo X.)"
VizieR,J/A+A/640/A31/table24,2,"Sources characteristics and best-fit results (tables 2 and 4) ( Panagiotou C., Walter R.)"
VizieR,J/ApJ/793/92/table1,2,"Global Properties of Galaxies ( Tang Y., Giavalisco M., Guo Y., Kurk J.)"
VizieR,J/A+A/461/823/LaE,2,"Position and properties of the Ly{alpha} emission line of the confirmed Ly{alpha} emitters and the radio galaxy in the fields ( Venemans B.P., Roettgering H.J.A., Miley G.K., Van Breugel W.J.M., De Breuck C., Kurk J.D., Pentericci L., Stanford S.A., Overzier R.A., Croft S., Ford H.)"
VizieR,J/ApJ/626/95/table2,2,"X-Ray-selected targets ( Sowards-Emmerd D., Romani R.W., Michelson P.F., Healey S.E., Nolan P.L.)"
VizieR,J/AJ/140/119/table4,2,"RV data of probable young candidates (PYCs) ( Schlieder J.E., Lepine S., Simon M.)"
VizieR,J/MNRAS/501/3715/tablea1,2,"Information on the sources ( Blinov D., Kiehlmann S., Pavlidou V., et al.)"
VizieR,J/ApJS/153/429/table6,2,"General Parameters of Strong Narrow-Line AGN and LINERs from SDSS DR1 ( Kniazev A.Y., Pustilnik S.A., Grebel E.K., Lee H., Pramskij A.G.)"
VizieR,J/ApJ/873/35/table1,2,"summary ( Shen Y., Wu J., Jiang L., Banados E., Fan X., Ho L.C., Riechers D.A., Strauss M.A., Venemans B., Vestergaard M., Walter F., Wang F., Willott C., Wu X.-B., Yang J.)"
VizieR,J/ApJ/719/1672/table3,2,"High-redshift binary quasars in the SDSS imaging footprint ( Hennawi J.F., Myers A.D., Shen Y., Strauss M.A., Djorgovski S.G., Fan X., Glikman E., Mahabal A., Martin C.L., Richards G.T., Schneider D.P., Shankar F.)"
VizieR,J/ApJS/168/1/table5,2,"Black hole mass estimates ( Kelly B.C., Bechtold J.)"
VizieR,J/ApJ/720/1513/table2,2,"Energetics of the type II GRB sample ( Kann D.A., Klose S., Zhang B., et al.)"
VizieR,J/ApJ/751/52/table5,2,"The ""W2"" (WISE/2MASS) sample of moderate-likelihood AGN candidates ( Edelson R., Malkan M.)"
VizieR,J/A+A/618/A37/tablea1,2,"Spectral log for the (i)PTF stripped-envelope SN sample ( Fremling C., Sollerman J., Kasliwal M.M., et al.)"
VizieR,J/AJ/151/78/table4,2,"*PM2GC stripping candidates ( Poggianti B.M., Fasano G., Omizzolo A., Gullieuszik M., Bettoni D., Moretti A., Paccagnella A., Jaffe Y.L., Vulcani B., Fritz J., Couch W., D'Onofrio M.)"
HEASARC,xmmsdssgcs,2,2XMMi/SDSS Galaxy Cluster Survey
VizieR,J/MNRAS/350/1485/table1,2,"Spectral Identifications ( Magliocchetti M., Maddox S.J., Hawkins E., et al.)"
VizieR,J/PASP/135/A4101/table2,2,"The gamma-ray properties for the 126 Fermi-LAT-detected BL Lacs ( Ye X.-H., Zeng X.-T., Huang D.-Y., Zhang Z., Pei Z.-Y., Fan J.-H.)"
VizieR,J/ApJ/726/20/table1,2,"Primary sample radio-intermediate (RIQs) and radio-lound (RLQs) quasars ( Miller B.P., Brandt W.N., Schneider D.P., Gibson R.R., Steffen A.T., Wu J.)"
VizieR,J/ApJ/944/157/table1,2,"The jetted AGN ( Chen Y., Gu Q., Fan J., Yu X., Ding N., Xiong D., Guo X.)"
VizieR,J/MNRAS/465/302/agn,2,"AGN catalog ( Micheva G., Iwata I., Inoue A.K.)"
VizieR,J/A+A/412/657/table1,2,"Sample of cooling flow clusters of galaxies observed with the IRAM 30m telescope. ( Salome P., Combes F.)"
VizieR,J/A+AS/134/483/table3,2,"New QSOs from the Hamburg Quasar Survey Object ( Hagen H.-J., Engels D., Reimers D.)"
VizieR,J/ApJ/870/83/table1,2,"Observing details of the four stars in the ultra-faint dwarf galaxies (UFDs) GruI and TriII ( Ji A.P., Simon J.D., Frebel A., Venn K.A., Hansen T.T.)"
VizieR,J/AJ/163/264/table3,2,"Objects within 10arcmin of AGN ( Huber M.C., Bregman J.N.)"
VizieR,J/ApJS/257/61/sample,2,"Basic information (Table 1), X-ray count rates and NuSTAR band ratios (Table 4) and AGN signatures obtained by multiwavelength observations (Table B1) for the sample ( Yamada S., Ueda Y., Tanimoto A., Imanishi M., Toba Y., Ricci C., Privon G.C.)"
VizieR,J/ApJS/213/9/table8,2,"Parameters of newly discovered Supernovae ( Drake A.J., Graham M.J., Djorgovski S.G., et al.)"
VizieR,J/AJ/135/1311/table12,2,"*Moderate redshift radio galaxy sub-sample with LRIS MOS observations (14 targets) (table1 and 2 of the paper) ( Auger M.W., Becker R.H., Fassnacht C.D.)"
VizieR,J/MNRAS/406/1583/table1,2,"Parameters of 8498 SDSS-UKIDSS quasars ( Wu X.-B., Jia Z.)"
VizieR,J/AJ/155/131/Sample,2,"Complete quasar candidates with i_AB_<23.2 (table 3) and 23.2<i_AB_<23.7 (table 4) ( McGreer I.D., Fan X., Jiang L., Cai Z.)"
VizieR,J/ApJS/177/148/sources,2,"Catalog of 3CR sources (radio and optical data, tables 3, 4 and 5 of paper) ( Floyd D.J.E., Axon D., Baum S., Capetti A., Chiaberge M., Macchetto D., Madrid J., Miley G., O'Dea C.P., Perlman E., Quillen A., Sparks W., Tremblay G.)"
VizieR,J/ApJS/247/16/magic,2,"extreme high-frequency-peaked BL Lac objects (EHBLs) observed with the MAGIC telescopes (Table 1), results (Table 2) and main spectral parameters resulting from combining all Swift-XRT pointings during the MAGIC observation window (Table 8) ( Acciari V.A., Ansoldi S., Antonelli L.A., et al.)"
VizieR,J/MNRAS/492/503/tableb1,2,"Lensed images for Abell 2744 ( Raney C.A., Keeton C.R., Brennan S.)"
VizieR,J/AJ/130/387/table1,2,"SDSS-ROSAT AGN data ( Strateva I.V., Brandt W.N., Schneider D.P., Vanden Berk D.E., Vignali C.)"
VizieR,J/MNRAS/439/690/blazars,2,"The blazar samples ( Hovatta T., Pavlidou V., King O.G., Mahabal A., Sesar B., Dancikova R., Djorgovski S.G., Drake A., Laher R., Levitan D., Max-Moerbeck W., Ofek E.O., Pearson T.J., Prince T.A., Readhead A.C.S., Richards J.L., Surace J.)"
VizieR,J/MNRAS/329/700/list2,2,"APM IDs of sources in JVAS++ only ( Snellen I.A.G., McMahon R.G., Hook I.M., Browne I.W.A.)"
VizieR,J/A+A/437/789/table2,2,"*Results of the I-band light curve fit of 42 nearby supernovae ( Nobili S., Amanullah R., Garavini G., et al.)"
VizieR,J/AJ/133/303/table3,2,"Total sample of radio quiet galaxies observed ( Carini M.T., Noble J.C., Taylor R., Culler R.)"
VizieR,J/A+A/476/1191/xms,2,"XMS X-ray source list, and optical identifications ( Barcons X., Carrera F.J., Ceballos M.T., et al.)"
VizieR,J/ApJ/896/10/table3,2,"Low-mass galaxies with AGN-like variability ( Baldassare V.F., Geha M., Greene J.)"
VizieR,J/MNRAS/482/3458/table1,2,"The UVES SQUAD DR1 475 quasars ( Murphy M.T., Kacprzak G.G., Savorgnan G.A.D., Carswell R.F.)"
VizieR,J/AJ/127/156/agn,2,"Optical spectra, line measurements  and Luminosities of the Soft X-Ray AGN Sample ( Grupe D., Wills B.J., Leighly K.M., Meusinger H.)"
VizieR,J/ApJ/765/47/table3,2,"Summary of Ly{alpha} emitters (LAEs) data ( Nestor D.B., Shapley A.E., Kornei K.A., Steidel C.C., Siana B.)"
VizieR,J/AJ/131/2018/table1,2,"Physical parameters and median errors of the objects in our sample that are not obvious superpositions ( Bernardi M., Sheth R.K., Nichol R.C., Miller C.J., Schlegel D., Frieman J., Schneider D.P., Subbarao M., York D.G., Brinkmann J.)"
VizieR,J/ApJ/711/928/galex,2,"GALEX spectral identifications in the nine fields used for deep GALEX grism observations (tables 2--10 of the paper) ( Cowie L.L., Barger A.J., Hu E.M.)"
VizieR,J/MNRAS/513/1175/table2ms,2,"Dusty-starburst main- multiband photometry ( Espino-Briones N., Perez-Gonzalez P.G., Zamorano J., Rodriguez-Munoz L.)"
VizieR,J/ApJ/815/L13/table1,2,"Compton-thick (CT, logN_H_>=24) AGNs in the Swift/BAT 70-month catalog ( Ricci C., Ueda Y., Koss M.J., Trakhtenbrot B., Bauer F.E., Gandhi P.)"
VizieR,J/ApJS/146/1/table1,2,"Basic target data ( Wakker B.P., Savage B.D., Sembach K.R., et al.)"
VizieR,J/ApJS/218/10/table1,2,"List of observations and derived parameters of the HET Massive Galaxy Survey (HETMGS) ( van den Bosch R.C.E., Gebhardt K., Gultekin K., Yildirim A., Walsh J.L.)"
VizieR,J/ApJ/674/172/sample,2,"Sample of Luminous IR glaxies studied and their abundances ( Rupke D.S.N., Veilleux S., Baker A.J.)"
VizieR,J/ApJ/933/14/table1,2,"Final superluminous supernova (SLSN) sample ( Hosseinzadeh G., Berger E., Metzger B.D., Gomez S., Nicholl M., Blanchard P.)"
VizieR,J/ApJ/700/1097/table4,2,"MLCS17 light curve fit parameters ( Hicken M., Wood-Vasey W.M., Blondin S., Challis P., Jha S., Kelly P.L., Rest A., Kirshner R.P.)"
VizieR,J/ApJ/900/125/table4,2,"Swift/BAT 314 AGNs used in this study ( Rusinek K., Sikora M., Koziel-Wierzbowska D., Gupta M.)"
VizieR,J/MNRAS/440/1248/lrgbt1c,2,"Type1 clusters from lrgbright in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/MNRAS/473/1751/tablea2,2,"Blazars - SPIRE and SCUBA-2 data ( Bakx T.J.L.C., Eales S.A., Negrello M., et al.)"
VizieR,J/MNRAS/390/819/config,2,"Data for CoNFIG sample ( Gendre M.A., Wall J.V.)"
VizieR,J/MNRAS/425/1215/clusters,2,"Cluster observations (table1), properties (table2) and X-ray observations (table6) ( Klesman A.J., Sarajedini V.L.)"
VizieR,J/A+A/589/A97/table1,2,"PDS parameters of a sample of 123 long GRBs ( Dichiara S., Guidorzi C., Amati L., Frontera F., Margutti R.)"
VizieR,J/ApJS/197/24/xjet,2,"Basic parameters of the sources  considered in the XJET sample (see section 2) ( Massaro F., Harris D.E., Cheung C.C.)"
VizieR,J/ApJ/788/119/table1,2,"Data Summary ( Lehner N., O'Meara J.M., Fox A.J., Howk J.C., Prochaska J.X., Burns V., Armstrong A.A.)"
VizieR,J/ApJ/887/196/table5,2,"*Ly-Alpha nebulae associated to quasars from the literature ( Farina E.P., Arrigoni-Battaia F., Costa T., et al.)"
VizieR,J/AJ/154/169/table1,2,"Sources ( Sebastian B., Lal D.V., Rao A.P.)"
VizieR,J/PASJ/55/947/data,2,observational data and the accretion rates ( Liang E.-W.)
VizieR,J/MNRAS/453/2682/table1,2,"The z0.1 sample ( Ineson J., Croston J.H., Hardcastle M.J., Kraft R.P., Evans D.A., Jarvis M.)"
VizieR,J/AJ/130/381/table1,2,Properties of five AGN subsamples ( Boroson T.)
VizieR,J/A+A/529/L4/table1,2,"Supernovae used in this work ( Chotard N., Gangler E., Aldering G., et al.)"
VizieR,J/ApJ/806/52/table4,2,"GBM-iPTF detections ( Singer L.P., Kasliwal M.M., Cenko S.B., et al.)"
VizieR,J/MNRAS/413/80/catalog,2,"GNS catalog: SExtractor parameters,  stellar masses, rest-frame colors and absolute magnitudes ( Conselice C.J., Bluck A.F.L., Buitrago F., et al.)"
VizieR,J/ApJS/225/23/galaxies,2,"Catalog of galaxies in systems containing a dominant galaxy surrounded by satellites (table 9) or with low surface brightness (table 11) ( Sohn J., Geller M.J., Hwang H.S., Zahid H.J., Lee M.G.)"
VizieR,J/A+A/510/A56/tablea1,2,zCOSMOS type-2 AGN ( Bongiorno A.)
VizieR,J/A+A/416/515/table5,2,"HI data for Markarian galaxies observed at the Nancay Radiotelescope ( Davoust E., Contini T.)"
