TAP_service,table_name,objects,description
VizieR,J/MNRAS/483/5554/catalog,631,"Extragalactic X-ray source catalogue ( Earnshaw H.P., Roberts T.P., Middleton M.J., Walton D.J., Mateos S.)"
VizieR,J/MNRAS/461/248/tableb1,619,"Full spectroscopic catalogue ( Sifon C., Battaglia N., Hasselfield M., et al.)"
VizieR,J/ApJ/807/178/table4,603,"Newly identified rich clusters at high redshifts ( Wen Z.L., Han J.L.)"
VizieR,J/ApJS/250/3/table1,601,"Catalog of Mg II absorption line systems ( Chen Z.-F., Qin H.-C., Gui R.-J., Yi S.-X., Chen Z.-G., Gao Y.-C., Pang T.-T., Mo X.-H.)"
VizieR,J/MNRAS/224/453/table3,592,"Velocity sample for the clusters ( Colless M., Hewett P.)"
VizieR,J/MNRAS/468/2645/table2,575,"Full data table for heliocentric radial velocities in a 2-degree region around Abell 3266 ( Dehghan S., Johnston-Hollitt M., Colless M., Miller R.)"
VizieR,J/A+A/633/A159/tablea1,569,"Full MUSE redshift catalogue ( Rosani G., Caminha G.B., Caputi K.I., Deshmukh S.)"
VizieR,V/70A/catalog,568,"The Catalogue ( GLIESE W., JAHREISS H.)"
VizieR,J/ApJ/784/170/table4,567,"List of 6036 K giants selected from SDSS DR9 ( Xue X.-X., Ma Z., Rix H.-W., Morrison H.L., Harding P., Beers T.C., Ivans I.I., Jacobson H.R., Johnson J., Lee Y.S., Lucatello S., Rockosi C.M., Sobeck J.S., Yanny B., Zhao G., Allende Prieto C.)"
VizieR,J/ApJ/903/139/tabled1,567,"COSMOS-XS Multi-wavelength and AGN catalog ( Algera H.S.B., van der Vlugt D., Hodge J.A., Smail I.R., Novak M., Radcliffe J.F., Riechers D.A., Rottgering H., Smolcic V., Walter F.)"
VizieR,J/A+A/606/A122/redshift,564,"Position and redshift of 17293 galaxies in ten galaxy clusters (table D1) ( Foex G., Bohringer H., Chon G.)"
VizieR,J/A+A/422/39/table4,561,"List of optically identified galaxies in the ISOPHOT Serendipity Survey ( Stickel M., Lemke D., Klaas U., Krause O., Egner S.)"
VizieR,J/A+A/544/A115/n4636,561,"Velocities measured toward NGC 4636 ( Schuberth Y., Richtler T., Hilker M., Salinas R., Dirsch B., Larsen S.S.)"
VizieR,J/ApJ/886/124/table6,558,"KMOS^3D^ H{alpha} flux catalog ( Wisnioski E., Schreiber N.M.F., Fossati M., et al.)"
VizieR,J/A+A/531/A8/table4,553,"Stellar basic physical parameters, chromospheric indices, rotational velocities, radial velocities and kinematic UVW space velocities ( Jenkins J.S., Murgas F., Rojo P., Jones H.R.A., Day-Jones A.C., Jones M.I., Clarke J.R.A., Ruiz M.T., Pinfield D.J.)"
VizieR,III/154/data,548,Catalogue of radial velocities (Table V of paper) ( Denoyelle J.)
VizieR,J/ApJ/853/108/table4,546,"Catalog of clumps from 1270 galaxies ( Guo Y., Rafelski M., Bell E.F., et al.)"
HEASARC,wgacat,541,ROSAT Catalog PSPC WGA Sources
VizieR,J/ApJS/175/522/table1,530,"Planetary Nebulae in NGC 4697 ( Mendez R.H., Teodorescu A.M., Kudritzki R.-P.)"
VizieR,J/A+A/530/A31/table2,529,"Parameters from the KISS pipeline for fields centered on M22, M30, M53, M68 ( Lane R.R., Kiss L.L., Lewis G.F., Ibata R.A., Siebert A., Bedding T.R., Szekely P., Szabo G.M.)"
VizieR,J/ApJS/184/218/table3,528,"zCOSMOS-bright 10k sample ( Lilly S.J., Le Brun V., Maier C., et al.)"
VizieR,J/ApJS/259/20/table10,519,"Spectroscopically identified galaxies and AGNs in our dropout samples ( Harikane Y., Ono Y., Ouchi M., Liu C., Sawicki M., Shibuya T., Behroozi P.S., He W., Shimasaku K., Arnouts S., Coupon J., Fujimoto S., Gwyn S., Huang J., Inoue A.K., Kashikawa N., Komiyama Y., Matsuoka Y., Willott C.J.)"
VizieR,J/ApJS/256/21/table6,509,"Main X-ray source catalog in W-CDF-S ( Ni Q., Brandt W.N., Chen C.-T., et al.)"
VizieR,VII/280/catalog,507,"The Milliquas catalogue, V5.2 (5 August 2017) ( Flesch E.W.)"
VizieR,J/ApJS/130/237/table1,506,"LCRS Groups Catalogue ( Tucker D.L., Oemler A.Jr, Hashimoto Y., Shectman S.A., Kirshner R.P., Lin H., Landy S.D., Schechter P.L., Allam S.S.)"
VizieR,J/A+A/481/593/table1,485,"Velocity measurements for 512 objects in the central 30'x30' field of the galaxy cluster Abell 2163 ( Maurogordato S., Cappi A., Ferrari C., Benoist C., Mars G., Soucail G., Arnaud M., Pratt G.W., Bourdin H., Sauvageot J-L.)"
VizieR,J/ApJS/256/9/table4,485,"C3R2 DR3 spectroscopic redshifts ( Stanford S.A., Masters D., Darvish B., et al.)"
VizieR,J/MNRAS/475/4148/table2,479,"VIMOS spectroscopic redshifts in the UKIDSS UDS field ( Galametz A., Pentericci L., Castellano M., Mendel T., Hartley W.G., Fossati M., Finoguenov A., Almaini O., Beifiori A., Fontana A., Grazian A., Scodeggio M., Kocevski D.D.)"
VizieR,J/ApJS/130/237/table3,472,"LCRS Group Members ( Tucker D.L., Oemler A.Jr, Hashimoto Y., Shectman S.A., Kirshner R.P., Lin H., Landy S.D., Schechter P.L., Allam S.S.)"
VizieR,J/ApJS/61/667/table1,467,Properties of Galactic Objects ( Norris J.)
VizieR,J/ApJ/840/78/table1,461,"Spectroscopic redshifts for the full sample ( Danielson A.L.R., Swinbank A.M., Smail I., et al.)"
VizieR,J/AJ/147/150/table1,460,"Properties of the target objects with measured velocities ( Dowell J.L., Rhode K.L., Bridges T.J., Zepf S.E., Gebhardt K., Freeman K.C., de Boer E.W.)"
VizieR,J/ApJ/676/184/table1,451,"Distance estimates for 1791 galaxies (from erratum, 2008, ApJ, 686, 1523) ( Tully R.B., Shaya E.J., Karachentsev I.D., Courtois H.M., Kocevski D.D., Rizzi L., Peel A.)"
HEASARC,sdsss82xmm,450,Sloan Digital Sky Survey Stripe 82 XMM-Newton Source Match Catal
VizieR,J/A+A/547/A12/table2,449,"Leading Arm cloud catalog ( Venzmer M.S., Kerp J., Kalberla P.M.W.)"
HEASARC,sdssbalqso,444,Sloan Digital Sky Survey Broad Absorption Line Quasars Catalog:
VizieR,J/ApJ/862/172/table1,444,"HeCS-red redshifts from MMT/Hectospec ( Rines K.J., Geller M.J., Diaferio A., Hwang Ho S., Sohn J.)"
VizieR,J/ApJ/807/178/table3,444,"The WHL12 (Wen et al. 2012, J/ApJS/199/34) cluster catalog with updated parameters ( Wen Z.L., Han J.L.)"
VizieR,J/AJ/109/1498/table4,439,"*The Catalog of QSOs ( Hewett P.C., Foltz C.B., Chaffee F.H.)"
VizieR,J/MNRAS/417/2651/catalog,430,"AT20G-optical catalogue ( Mahony E.K., Sadler E.M., Croom S.M., Ekers R.D., Bannister K.W., Chhetri R., Hancock P.J., Johnston H.M., Massardi M., Murphy T.)"
VizieR,V/17A/catalog,428,The list of Supergiants ( Egret D.)
VizieR,J/A+A/593/A55/table1,425,"The MEXSAS sample ( Vagnetti F., Middei R., Antonucci M., Paolillo M., Serafinelli R.)"
VizieR,J/ApJ/837/88/table1,419,"Catalog data for individual galaxies ( Bayliss M.B., Zengo K., Ruel J., Benson B.A., Bleem L.E., Bocquet S., Bulbul E., Brodwin M., Capasso R., Chiu I.-N., McDonald M., Rapetti D., Saro A., Stalder B., Stark A.A., Strazzullo V., Stubbs C.W., Zenteno A.)"
VizieR,J/MNRAS/373/521/table7,418,"Velocities and accurate positions for all newly discovered PNe within the central 25deg^2^ region of the LMC. ( Reid W.A., Parker Q.A.)"
VizieR,J/A+A/503/545/table2,415,"Photometry and effective temperatures ( Lind K., Primas F., Charbonnel C., Grundahl F., Asplund M.)"
VizieR,J/ApJ/454/788/table3,415,"Radial velocities and photometry ( Cote P., Welch D.L., Fischer P., Gebhardt K.)"
VizieR,J/ApJ/876/50/catalog,412,"Stripe 82X eBOSS Value-added Catalog ( LaMassa S.M., Georgakakis A., Vivek M., Salvato M., Ananna T.T., Urry C.M., MacLeod C., Ross N.)"
VizieR,J/AJ/140/817/table2,411,"List of OVI absorber candidates in all 3702 SDSS QSO spectra of the survey ( Frank S., Mathur S., Pieri M., York D.G.)"
VizieR,J/A+A/539/A80/lrg44,404,"Luminous Red Galaxy (LRG) sample D=4.4 mdens threshold catalog ( Liivamagi L.J., Tempel E., Saar E.)"
VizieR,J/MNRAS/386/1443/spectro,402,"Spectroscopic results of the study of  globular clusters in NGC 5128 ( Beasley M.A., Bridges T., Peng E., Harris W.E., Harris G.L.H., Forbes D.A., Mackie G.)"
VizieR,J/ApJ/647/1075/table2,400,"omega Cen Members ( Stanford L.M., Da Costa G.S., Norris J.E., Cannon R.D.)"
VizieR,J/A+A/642/A192/table5,396,"Spectroscopic redshifts and physical parameters of the spectroscopically confirmed galaxies ( Euclid Collaboration, Guglielmo V., Saglia R., et al.)"
VizieR,J/ApJ/905/94/table1,392,"Supernovae (SNe) properties ( Villar V.A., Hosseinzadeh G., Berger E., et al.)"
HEASARC,sptszspsc,391,South Pole Telescope Sunyaev-Zeldovich Survey Point Source Catal
VizieR,J/ApJ/903/151/table1,388,"*MMT Hectospec spectroscopic redshift catalog of the A521 field ( Yoon M., Lee W., Jee M.J., Finner K., Smith R., Kim J.-W.)"
VizieR,J/ApJS/212/15/catalog,386,"Full catalog (except SED part, which are in the ""pol.dat"" and ""flux.dat"" files) ( Farnes J.S., Gaensler B.M., Carretti E.)"
VizieR,J/ApJ/818/39/table2,376,"Hectochelle/MMT spectroscopy ( Hargis J.R., Kimmig B., Willman B., Caldwell N., Walker M.G., Strader J., Sand D.J., Grillmair C.J., Yoon J.H.)"
VizieR,J/ApJS/258/29/table2,376,"The AGN catalog ( Chen Y.-P., Zaw I., Farrar G.R., Elgamal S.)"
VizieR,VII/283/catalog,370,"The Milliquas catalogue, V6.3 (16 June 2019) ( Flesch E.W.)"
VizieR,J/AJ/110/463/table2,369,"Galaxy velocities ( Quintana H., Ramirez A., Melnick J., Raychaudhury S., Slezak E.)"
VizieR,J/ApJS/220/12/table6,369,"Observed Subaru/FMOS-COSMOS galaxies and measurements ( Silverman J.D., Kashino D., Sanders D., et al.)"
VizieR,J/A+A/525/A148/veloc,368,"Radial velocities observed in the 2 globulars ( Scarpa R., Marconi G., Carraro G., Falomo R., Villanova S.)"
VizieR,J/A+A/600/A90/catalog,367,"Full redshift catalog, combining the MUSE and VIMOS measurements ( Caminha G.B., Grillo C., Rosati P., Balestra I., Mercurio A., Vanzella E., Biviano A., Caputi K.I., Delgado-Correal C., Karman W., Lombardi M., Meneghetti M., Sartoris B., Tozz P.)"
VizieR,J/A+A/578/A61/tableb2,360,"Table of galaxies in groups ( Diaz-Gimenez E., Zandivarez A.)"
VizieR,J/A+A/646/A83/a370,359,"Spectroscopic catalog for Abell 370 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/ApJ/861/60/table2,352,"*Voids in CLAMATO 2017 map ( Krolewski A., Lee K.-G., White M., Hennawi J.F., Schlegel D.J., Nugent P.E., Lukic Z., Stark C.W., Koekemoer A.M., Le Fevre O., Lemaux B.C., Maier C., Rich R.M., Salvato M., Tasca L.)"
VizieR,V/151/uds,350,"VANDELS UDS field ( McLure R., Pentericci L., VANDELS Team)"
VizieR,V/151/cdfs,349,"VANDELS CDFS field ( McLure R., Pentericci L., VANDELS Team)"
VizieR,J/MNRAS/474/1873/catalog,349,"Galaxy catalogue with classification and related information for our Main sample ( Wang L.-L., Luo A.-L., Shen S.-Y., Hou W., Kong X., Song Y.-H., Zhang J.-N., Wu H., Cao Z.-H., Hou Y.-H., Wang Y.-F., Zhang Y., Zhao Y.-H.)"
VizieR,J/A+A/570/A106/void,349,"List of maximal spheres detected in VIPERS samples ( Micheletti D., Hawken A., Iovino A.J., et al.)"
VizieR,J/A+A/623/A159/tablea1,349,"Literature data and Gaia-ESO survey parameters of cluster members ( Prisinzano L., Damiani F., Kalari V., et al.)"
VizieR,J/AJ/162/197/table1,347,"Rotation periods and lithium equivalent widths for 3298 candidate NGC2516 members ( Bouma L.G., Curtis J.L., Hartman J.D., Winn J.N., Bakos G.A.)"
VizieR,J/A+A/665/A54/tablef1,344,"Morpho-kinematics params for MS galaxies in MAGIC ( Mercier W., Epinat B., Contini T., Abril-Melgarejo V., Boogaard L., Brinchmann J., Finley H., Krajnovic D., Michel-Dansac L., Ventou E., Bouche N., Dumoulin J., Pineda J.C.B.)"
VizieR,J/ApJS/244/40/catalog,339,"*A3COSMOS final galaxy catalog (see Section 4) ( Liu D., Lang P., Magnelli B., et al.)"
VizieR,J/AJ/113/634/table2,339,"Radial velocities observed in 1994 in the CTIO and AAT runs ( Ibata R.A., Wyse R.F.G., Gilmore G., Irwin M.J., Suntzeff N.B.)"
VizieR,J/MNRAS/478/4238/table2,332,"Derived properties for IR-bright AGNs ( Dai Y.S., Wilkes B.J., Bergeron J., Kuraszkiewicz J., Omont A., Atanas A., Teplitz H.I.)"
VizieR,J/AJ/135/2424/tables,328,"Galaxies observed and their global indices ( Ogando R.L.C., Maia M.A.G., Pellegrini P.S., Da Costa L.N.)"
VizieR,J/MNRAS/387/1323/tablea1,327,"The AAOmega LRG Pilot Catalogue ( Ross N.P., Shanks T., Cannon R.D., Wake D.A., Sharp R.G., Croom S.M., Peacock J.A.)"
VizieR,J/A+A/620/A186/tableb1,320,"VIS3COS' galaxy properties ( Paulino-Afonso A., Sobral D., Darvish B., Ribeiro B., Stroe A., Best P., Afonso J., Matsuda Y.)"
VizieR,J/ApJ/872/148/table1,319,"2MASX/NVSS catalog; table updated from erratum published in 2022, ApJ, 932, 74 ( Condon J.J., Matthews A.M., Broderick J.J.)"
VizieR,J/A+A/646/A83/mc1206,316,"Spectroscopic catalog for MACS J1206.2-0847 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,VII/241/rep,316,"Additional spectra when more than 2 spectra were taken ( Croom S.M., Smith R.J., Boyle B.J., Shanks T., Miller L., Outram P.J., Loaring N.S.)"
VizieR,J/A+A/601/A145/tablea1,312,"Position and redshift of 4104 galaxies in three galaxy clusters ( Foex G., Chon G., Bohringer H.)"
VizieR,J/A+A/637/A31/table3,312,"Main properties of the systems identified in the volume of the supercluster MSCC310 ( Santiago-Bautista I., Caretta C.A., Bravo-Alfaro H., Pointecouteau E., Andernach H.)"
VizieR,J/ApJS/256/21/table7,307,"Main X-ray source catalog in ELAIS-S1 ( Ni Q., Brandt W.N., Chen C.-T., et al.)"
VizieR,J/ApJ/857/51/table3,300,"PS1 host galaxies ( Jones D.O., Scolnic D.M., Riess A.G., et al.)"
VizieR,J/A+A/646/A83/rxj1347,297,"Spectroscopic catalog for RXJ1347.5-1145 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/607/A131/table1,295,"Redshifts of 407 galaxies in the field of A520 ( Deshev B., Finoguenov A., Verdugo M., Ziegler B., Park C., Seong Hwang H., Haines C., Kamphuis P., Tamm A., Einasto M., Hwang N., Park B.-G.)"
VizieR,J/MNRAS/481/2458/tablea2,289,"Galaxy properties of small galaxy systems members ( Duplancic F., Coldwell G.V., Alonso S., Lambas D.G.)"
VizieR,J/ApJS/237/31/table2,287,"CLAMATO Data Release 1 source catalog ( Lee K.-G., Krolewski A., White M., et al.)"
VizieR,J/AJ/155/138/table1,281,"Velocity and membership information for spectroscopic in NGC 2506 ( Anthony-Twarog B.J., Lee-Brown D.B., Deliyannis C.P., Twarog B.A.)"
VizieR,J/A+A/645/A74/xfczabs,280,"Atlas of X-ray absorbed AGN ( Ruiz A., Georgantopoulos I., Corral A.)"
VizieR,J/MNRAS/514/1231/tableb2,276,"Galaxy members of CGs identified in SDSS DR16 ( Zandivarez A., Diaz-Gimenez E., Taverna A.)"
VizieR,J/MNRAS/243/1/table6,275,"The QSO catalogue ( Boyle B.J., Fong R., Shanks T., Peterson B.A.)"
VizieR,J/A+AS/97/835/tables,274,"The results (Table 1 + Table 2) ( FLYNN C., FREEMAN K.C.)"
VizieR,J/ApJ/857/145/table4,269,"Velocity and metallicity measurements ( Li T.S., Simon J.D., Pace A.B., et al.)"
VizieR,J/AJ/159/254/table1,266,"Sky coordinates, photometry, model atmosphere parameters, iron abundances, errors, and radial Velocities ( Johnson C.I., Dupree A.K., Mateo M., Bailey J.I., Olszewski E.W., Walker M.G.)"
VizieR,III/97A/catalog,263,The catalogue data ( Mermilliod J.C.)
VizieR,VII/290/catalog,261,"The catalogue (v7.2), 30-April-2021 ( Flesch E.W.)"
VizieR,J/A+A/644/A144/table3,260,"List of selected DSFGs and their physical properties ( Donevski D., Lapi A., Malek K., Liu D., Gomez-Guijarro C., Dave R., Kraljic K., Pantoni L., Man A., Fujimoto S., Feltre A., Pearson W., Li Q., Narayanan, D.)"
VizieR,J/MNRAS/437/2017/spectro1,258,"Spectroscopic catalogue of objects in Q0107 field ( Tejos N., Morris S.L., Finn C.W., Crighton N.H.M., Bechtold J., Jannuzi B.T., Schaye J., Theuns T., Altay G., Le Fevre O., Ryan-Weber E., Dave R.)"
VizieR,J/ApJ/696/1195/table2,257,"COSMOS XMM optical spectroscopy catalog ( Trump J.R., Impey C.D., Elvis M., et al.)"
VizieR,J/ApJ/801/97/goodss,257,"GOODS-S field stellar masses and  other physical parameters ( Santini P., Ferguson H.C., Fontana A., et al.)"
VizieR,J/A+A/626/A7/comprass,251,"ComPRASS catalogue (table A1) ( Tarrio P., Melin J.B., Arnaud M.)"
VizieR,J/A+A/386/97/tablea1,250,"The complete catalogue of the Parkes quarter-Jansky sample (Appendix A) ( Jackson C.A., Wall J.V., Shaver P.A., Kellermann K.I., Hook I.M., Hawkins M.R.S.)"
VizieR,J/ApJ/776/71/table4,249,"The ZENS catalog of structural, photometric and environmental properties for the sample galaxies ( Carollo C.M., Cibinel A., Lilly S.J., Miniati F., Norberg P., Silverman J.D., van Gorkom J., Cameron E., Finoguenov A., Peng Y., Pipino A., Rudick C.S.)"
VizieR,J/ApJ/719/1784/table1,249,"Properties of observed targets ( Neugent K.F., Massey P., Skiff B., Drout M.R., Meynet G., Olsen K.A.G.)"
VizieR,J/ApJS/243/24/table7,249,"CASBaH redshift survey ( Prochaska J.X., Burchett J.N., Tripp T.M., Werk J.K., Willmer C.N.A., Howk J.C., Lange S., Tejos N., Meiring J.D., Tumlinson J., Lehner N., Ford A.B., Dave R.)"
VizieR,J/MNRAS/401/1151/catalog,247,"6dFGS-RASS AGN catalog ( Mahony E.K., Croom S.M., Boyle B.J., Edge A.C., Mauch T., Sadler E.M.)"
VizieR,J/AJ/109/874/table2,243,"*Velocities for galaxies in poor clusters ( Beers T.C., Kriessler J.R., Bird C.M., Huchra J.P.)"
VizieR,J/ApJ/792/45/table3,243,"Galaxy redshifts ( Ruel J., Bazin G., Bayliss M., et al.)"
VizieR,J/A+A/643/A149/cj0410,243,"LAE candidates DR1, in narrow-band J0410 ( Spinoso D., Orsi A., Lopez-Sanjuan C., et al.)"
VizieR,J/AJ/155/71/table3,242,"FLAMES Star Identifiers, Coordinates, Photometry, and Velocities ( Johnson C.I., Rich R.M., Caldwell N., Mateo M., Bailey J.I., Olszewski E.W., Walker M.G.)"
VizieR,J/AJ/132/1630/table3,238,"Positions and measured values for all cluster members ( Grocholski A.J., Cole A.A., Sarajedini A., Geisler D., Smith V.V.)"
VizieR,J/ApJ/909/27/cand,235,"Gravitational lens candidates ( Huang X., Storfer C., Gu A., Ravi V., Pilon A., Sheu W., Venguswamy R., Banka S., Dey A., Landriau M., Lang D., Meisner A., Moustakas J., Myers A.D., Sajith R., Schlafly E.F., Schlegel D.J.)"
VizieR,IX/60/cat2-5,234,"1505 blazars' luminosity-Doppler factor (Paper II, table 5) ( Xiao H.B., Fan J.H., Yang J.H., Liu Y., Yuan Y.H., Tao J., Costantin D., Zhang Y.T., Pei Z.Y., Zhang L.X., Yang W.X.)"
VizieR,J/MNRAS/470/4838/table1,233,"Spectroscopic redshift catalogue ( Sluse D., Sonnenfeld A., Rumbaugh N., Rusu C.E., Fassnacht C.D., Treu T., Suyu S.H., Wong K.C., Auger M.W., Bonvin V., Collett T., Courbin F., Hilbert S., Koopmans L.V.E., Marshall P.J., Meylan G., Spiniello C., Tewes M.)"
VizieR,J/ApJS/193/28/objects,232,"Objects detected in the fields ( Prochaska J.X., Weiner B., Chen H.-W., Cooksey K.L., Mulchaey J.S.)"
VizieR,J/ApJS/253/56/table3,231,"Galaxy clusters with the total mass measurements from X-ray and SZ-effect observations (see Section 3.3) ( Zou H., Gao J., Xu X., Zhou X., Ma J., Zhou Z., Zhang T., Nie J., Wang J., Xue S.)"
HEASARC,xmmomcdfs,229,XMM-Newton Optical Monitor Chandra Deep Field-South UV Catalog
VizieR,J/other/RAA/15.1182/dr1mcat,227,"Spectroscopic M dwarf catalog from LAMOST DR1 ( Guo Y.-X., Yi Z.-P., Luo A.-L., Wang Y.-F., Bai Y., Yang H.-F., Song Y.-H., Chen J.-J., Chen X.-Y., Zuo F., Du B., Zhang J.-N., Li Y.-B., Kong X., Wang M.-X., Wu Y., Wu K.-F., Zhao Y.-H., Zhang Y., Hou Y.-H., Wang Y.-F., Yang M.)"
HEASARC,xwas,224,XMM-Newton Wide Angle Survey
VizieR,J/other/RAA/19.29/kqcg,223,"Known QSOs catalog for Gaia mission catalog ( Liao S.-L., Qi Z.-x., Guo S.-f., Cao Z.-h.)"
VizieR,J/A+A/600/A110/cosmos,223,"VUDS-DR1 COSMOS field ( Tasca L.A.M., Le Fevre O., Ribeiro B., et al.)"
VizieR,J/A+A/544/A81/snsdss,218,"Physical parameters of SNe and their host galaxies ( Hakobyan A.A., Adibekyan V.Zh., Aramyan L.S., Petrosian A.R., Gomes J.M., Mamon G.A., Kunth D., Turatto M.)"
VizieR,J/A+A/454/423/table2,218,"Spectroscopic redshift catalog ( Vanzella E., Cristiani S., Dickinson M., et al.)"
VizieR,J/MNRAS/461/2346/rqsample,216,"Radio-quiet (RQ) catalogue ( Gupta M., Sikora M., Nalewajko K.)"
VizieR,V/145/sky2kv5,215,"The SkyMap 2000 Version 5 Catalog ( Myers J.R., Sande C.B., Miller A.C., Warren Jr. W.H., Tracewell D.A.)"
VizieR,B/polarbase/polarbase,215,"Polarbase database (IRAP) ( Petit P., Paletou F., Mathias P., Glorian JM., Amato A.)"
VizieR,J/other/Ap/49.450/table1,214,"Catalog of peculiar velocities of the 2MFGC galaxies ( Karachentsev I.D., Kudrya Y.N., Karachentseva V.E., Mitronova S.N.)"
VizieR,J/ApJ/818/39/table3,212,"SDSS/SEGUE spectroscopy ( Hargis J.R., Kimmig B., Willman B., Caldwell N., Walker M.G., Strader J., Sand D.J., Grillmair C.J., Yoon J.H.)"
VizieR,J/MNRAS/443/1999/cdfs,212,"Data for the Chandra Deep Field South ( Brightman M., Nandra K., Salvato M. Hsu L.-T., Aird J., Rangel C.)"
VizieR,J/MNRAS/453/1079/tableb1,209,"Star formation properties of the VLA sources ( Bonzini M., Mainieri V., Padovani P., Andreani P., Berta S., Bethermin M., Lutz D., Rodighiero G., Rosario D., Tozzi P., Vattakunnel S.)"
VizieR,J/other/PASAu/6.471/table1,208,"Radial velocities and column densities for neutral hydrogen ( McGee R.X., Newton L.M.)"
VizieR,J/A+A/445/503/tablea1,208,"Additional radial velocities ( Reijns R.A., Seitzer P., Arnold R., Freeman K.C., Ingerson T., van den Bosch R.C.E., van de Ven G., de Zeeuw P.T.)"
VizieR,J/A+A/504/751/catalog,207,"Multiwavelength catalog (photometry, spectroscopy and magnitude limits) ( Santini P., Fontana A., Grazian A., Salimbeni S., Fiore F., Fontanot F., Boutsia K., Castelllano M., Cristiani S.,De Santis C., Gallozzi S., Giallongo E., Nonino M., Menci N., Paris D., Pentericci L., Vanzella E.)"
