TAP_service,table_name,objects,description
VizieR,J/ApJ/703/517/sample,22,"Galaxy sample  and infrared  flux densities ( Dale D.A., Cohen S.A., Johnson L.C., et al.)"
VizieR,J/A+A/631/A87/minor,22,"Minor close pairs of galaxies (table B4) ( Ventou E., Contini T., Bouche N., Epinat E., Brinchmann J., Inami H., Richard J., Schroetter I., Soucail G., Steinmetz M., Weilbacher P.)"
VizieR,J/MNRAS/464/4545/grbcat,22,"Catalog of SWIFT GRB (2004-2015) ( Buchner J., Schulze S., Bauer F.)"
VizieR,J/ApJ/514/148/table1,22,"ROSAT cluster catalog ( De Grandi S., Bohringer H., Guzzo L., Molendi S., Chincarini G., Collins C., Cruddace R., Neumann D., Schindler S., Schuecker P., Voges W.)"
VizieR,J/MNRAS/387/1374/table1,22,"Spectroscopic data ( Mercurio A., Barbera F.L., Haines C.P., Merluzzi P., Busarello G., Capaccioli M.)"
VizieR,J/A+AS/112/347/f351,22,"List of candidates and their spectroscopic identification: Field 351 ( CRISTIANI S., LA FRANCA F., ANDREANI P., GEMMO A., GOLDSCHMIDT P., MILLER L., VIO R., BARBIERI C., BODINI L., IOVINO A., LAZZARIN M., CLOWES R., MACGILLIVRAY H., GOUIFFES CH., LISSANDRINI C., SAVAGE A.)"
VizieR,J/other/RAA/17.62/table2,22,"Candidates in SDSS ( Li G.-W., Yanny B., Zhang H.-T., Bai Z.-R., Wu Y., Dong Y.-Q., Lei Y.-J., Yuan H.-L., Hou Y.-H., Wang Y.-F., Zhang Y.)"
VizieR,J/ApJS/202/6/xdeep2,22,"XDEEP2 catalog (tables 5 and 7) ( Goulding A.D., Forman W.R., Hickox R.C., Jones C., Kraft R., Murray S.S., Vikhlinin A., Coil A.L., Cooper M.C., Davis M., Newman J.A.)"
VizieR,J/AJ/141/14/table1,22,"Global properties of 51 emission-line galaxies (ELG) ( Straughn A.N., Kuntschner H., Kummel M., et al.)"
VizieR,J/A+A/382/60/table1,22,"Spectroscopically-confirmed cluster members in the multi-object spectrometer (MOS) sample ( Duc P.-A., Poggianti B.M., Fadda D., Elbaz D., Flores H., Chanial P., Franceschini A., Moorwood A., Cesarsky C.)"
VizieR,J/MNRAS/465/316/lyc,22,"LyC Catalog (confirmed foreground contaminants not included, AGN not included) ( Micheva G., Iwata I., Inoue A.K., Matsuda Y., Yamada T., Hayashino T.)"
VizieR,J/A+AS/145/451/catalog,21,"Catalog of the globular clusters:  positional data and metallicity, photometric parameters, kinematics  and structural parameters ( Rosenberg A., Aparicio A., Saviane I., Piotto G.)"
VizieR,J/A+A/539/A80/main50,21,"Main sample D=5.0 mdens threshold catalog ( Liivamagi L.J., Tempel E., Saar E.)"
VizieR,J/ApJ/774/40/table1,21,"The 9 QSO fields studied in this work ( Andrews H., Barrientos L.F., Lopez S., Lira P., Padilla N., Gilbank D.G., Lacerna I., Maureira M.J., Ellingson E., Gladders M.D., Yee H.K.C.)"
VizieR,J/A+AS/115/439/table1,21,"Properties of galaxies detected in the CO J=1-0 line ( Elfhag T., Booth R.S., Johansson L.E.B., Hoeglund B., Sandqvist A.)"
HEASARC,maxigsc7yr,21,MAXI/GSC 7-Year High and Low Galactic Latitude Source Catalog (3
VizieR,J/MNRAS/470/95/a209,21,"Abell 209 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/ApJ/815/57/table1,21,"Spectroscopic properties of Ly{alpha}-emitters (LAEs) ( U V., Hemmati S., Darvish B., Mobasher B., Nayyeri H., Dickinson M., Stern D., Spinrad H., Mallery R.)"
HEASARC,xms,20,XMM-Newton Medium Sensitivity Survey (XMS) Source Catalog
VizieR,J/A+A/486/697/tablea2,20,"Photometric parameters and radial velocities for 111 early-type galaxies in the Hydra I cluster, ordered by increasing magnitude ( Misgeld I., Mieske S., Hilker M.)"
VizieR,J/MNRAS/504/3662/table1,20,"unlensed galaxies ( Lemaux B.C., Fuller S., Bradac M., et al.)"
VizieR,J/other/Sci/373.789/tables1,20,"Summary data for the final AGN sample ( Burke C.J., Shen Y., Blaes O., Gammie C.F., Horne K., Jiang Y.-F., Liu X., McHardy I.M., Morgan C.W., Scaringi S., Yang Q.)"
VizieR,J/AJ/111/42/table3,20,"Galaxies in Abell 168 ( Tomita A., Nakamura F.E., Takata T., Nakanishi K., Takeuchi T., Ohta K., Yamada T.)"
VizieR,J/ApJS/107/19/table2,20,"Optical positions of MRC/1 Jy radio galaxies ( McCarthy P.J., Kapahi V.K., van Breugel W., Persson S.E., Athreya R., Subrahmanya C.R.)"
VizieR,J/ApJ/659/122/table1,20,"Supernova and host galaxy data ( Jha S., Riess A.G., Kirshner R.P.)"
VizieR,J/ApJ/840/87/targets,20,"Previously published data, radial velocities and spectral types from this paper, and youth properties (tables 1, 2 and 5) ( Riedel A.R., Alam M.K., Rice E.L., Cruz K.L., Henry T.J.)"
VizieR,J/A+A/430/115/table1,20,"Sample of distant galaxies ( Hammer F., Flores H., Elbaz D., Zheng X.Z., Liang Y.C., Cesarsky C.)"
VizieR,J/A+AS/130/251/table2,20,"Parameter of 30 pair galaxies ( Longhetti M., Rampazzo R., Bressan A., Chiosi C.)"
VizieR,J/A+A/392/795/table4,20,"1RXS J131423.6-25152 spectroscopic catalogue ( Valtchanov I., Murphy T., Pierre M., Hunstead R., Lemonon L.)"
VizieR,J/A+A/574/A49/catalog,20,"Combined table from original tables ( Antonucci M., Talavera A., Vagnetti F., Trevese D., Comastri A., Paolillo M., Ranalli P., Vignali C.)"
VizieR,J/ApJ/903/24/table2,20,"HETDEX LAEs in the COSMOS Field ( Mukae S., Ouchi M., Hill G.J., et al.)"
VizieR,J/A+A/391/35/table1,20,"The Compact groups sample ( Focardi P., Kelm B.)"
VizieR,J/A+A/399/469/tablea1,20,"Redshifts for the Parkes quarter-Jansky flat-spectrum sample ( Hook I.M., Shaver P.A., Jackson C.A., Wall J.V., Kellermann K.I.)"
VizieR,J/MNRAS/469/3946/table3,19,"Other foreground and background objects ( Lagattuta D.J., Richard J., Clement B., Mahler G., Patricio V., Pello R., Soucail G., Schmidt K.B., Wisotzki L., Martinez J., Bina D.)"
VizieR,J/MNRAS/504/3662/table2,19,"lensed galaxies ( Lemaux B.C., Fuller S., Bradac M., et al.)"
VizieR,J/ApJS/232/18/3fhl,19,"LAT point source catalog ( Ajello M., Atwood W.B., Baldini L., et al.)"
VizieR,J/ApJ/562/254/table3,19,"A3528 Velocities ( Donnelly R.H., Forman W., Jones C., Quintana H., Ramirez A., Churazov E., Gilfanov M.)"
VizieR,J/A+AS/112/347/f295,19,"List of candidates and their spectroscopic identification: Field 295 ( CRISTIANI S., LA FRANCA F., ANDREANI P., GEMMO A., GOLDSCHMIDT P., MILLER L., VIO R., BARBIERI C., BODINI L., IOVINO A., LAZZARIN M., CLOWES R., MACGILLIVRAY H., GOUIFFES CH., LISSANDRINI C., SAVAGE A.)"
VizieR,J/MNRAS/470/95/macs1206,19,"MACS J1206-08 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/ApJ/902/14/table2,19,"Updated Pantheon (Scolnic+ 2018, J/ApJ/859/101) catalog ( Steinhardt C.L., Sneppen A., Sen B.)"
VizieR,J/A+A/530/A42/sample,19,"Summary of XMM-Newton observations used and power law fit results (tables 2 and 3 of paper) ( Corral A., Della Ceca R., Caccianiga A., Severgnini P., Brunner H., Carrera F.J., Page M.J., Schwope A.D.)"
VizieR,J/ApJ/835/166/table1,19,"Supernova sample ( de Jaeger T., Gonzalez-Gaitan S., Hamuy M., et al.)"
VizieR,J/ApJS/217/2/table4,19,"Refined associations of the Fermi catalogs ( Massaro F., D'Abrusco R., Landoni M., Paggi A., Masetti N., Giroletti M., Oti-Floranes H., Chavushyan V., Jimenez-Bailon E., Patino-Alvarez V., Digel S.W., Smith H.A., Tosti G.)"
VizieR,VIII/5/sources,19,"List of the 518 sources of the sample ( Kuehr H., Witzel A., Pauliny-Toth I.I.K., Nauber U.)"
VizieR,J/ApJ/543/552/table5,19,"Statistical Sample: QSOs with damped Lyman{alpha} absorbers ( Storrie-Lombardi L.J., Wolfe A.M.)"
VizieR,J/MNRAS/483/3545/table2,19,"The revised catalogue of X-ray galaxy groups in 2deg^2^ of the COSMOS field, which was previously presented by Finoguenov et al. (2007ApJS..172..182F) and George et al. (2011ApJ...742..125G) ( Gozaliasl G., Finoguenov A., Tanaka M., et al.)"
VizieR,J/MNRAS/444/744/table12,19,"N and {alpha}-element abundance measurements in DLAs and sub-DLAs ( Zafar T., Centurion M., Peroux C., Molaro P., D'Odorico V., Vladilo G., Popping A.)"
VizieR,J/MNRAS/440/1248/bri2t1c,19,"Type1 clusters from bright2 in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/ApJ/829/5/table1,19,"Full catalog ( Lamee M., Rudnick L., Farnes J.S., Carretti E., Gaensler B.M., Haverkorn M., Poppi S.)"
VizieR,J/ApJS/248/33/table2,19,"The catalog of edge-on HI-rich low surface brightness galaxy (LSBG) candidates ( He M., Wu H., Du W., Liu H.-Y., Lei F.-J., Zhao P.-S., Zhang B.-Q.)"
VizieR,J/A+A/660/A69/s4getgp3,18,"Early-type galaxy extension to the S4G ( Watkins A.E., Salo H., Laurikainen E., et al.)"
VizieR,J/ApJS/252/18/table2,18,"Characteristics of the most prominent density peaks and their association ( Tanoglidis D., Drlica-Wagner A., Wei K., et al.)"
VizieR,J/ApJS/208/24/table3,18,"Properties of the AGN in the spectroscopic survey ( Lacy M., Ridgway S.E., Gates E.L., Nielsen D.M., Petric A.O., Sajina A., Urrutia T., Cox Drews S., Harrison C., Seymour N., Storrie-Lombardi L.J.)"
VizieR,J/A+A/635/A98/tablea1,18,"Redshift catalog of foreground/background sources ( Rescigno U., Grillo C., Lombardi M., Rosati P., Caminha G.B., Meneghetti M., Mercurio A., Bergamini P., Coe D.)"
VizieR,J/A+A/573/A129/hevic500,18,"Catalog of point sources selected at 500um ( Pappalardo C., Bendo G.J., Bianchi S., et al.)"
VizieR,J/MNRAS/421/1897/tablea1,18,"Triplets of galaxies in the SDSS-DR7 ( O'Mill A.L., Duplancic F., Lambas D.G., Valotto C., Sodre L.Jr)"
VizieR,VII/231/catalog,18,Catalog of bright diffuse Galactic nebulae ( Cederblad S.)
HEASARC,mcxc,18,MCXC Meta-Catalog of X-Ray Detected Clusters of Galaxies
HEASARC,eingalclus,18,Einstein Observatory Clusters of Galaxies Catalog
VizieR,J/A+A/528/A12/qso,18,"QSO names and related data for  the 23 intervening CaII absorbers at z=0-0.5 detected in our QSO sample ( Richter P., Krause F., Fechner C., Charlton J.C., Murphy M.T.)"
VizieR,J/ApJ/735/L46/table1,18,"Stellar parameters, kinematics, and abundances ( Bensby T., Alves-Brito A., Oey M.S., Yong D., Melendez J.)"
VizieR,J/MNRAS/440/1248/lrgbribt,18,"BasicType voids from lrgbright in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/AJ/130/1502/table1,18,"Photometric and spectroscopic data ( Mahdavi A., Trentham N., Tully R.B.)"
VizieR,J/ApJ/907/99/table1,18,"SNe with detected pre-explosion activity ( Strotjohann N.L., Ofek E.O., Gal-Yam A., et al.)"
HEASARC,nucosmosfc,18,NuSTAR COSMOS Field X-Ray Source Catalog
VizieR,J/ApJ/891/129/table2,18,"HeCS-omnibus clusters ( Sohn J., Geller M.J., Diaferio A., Rines K.J.)"
VizieR,J/ApJ/646/133/table1,18,"*Photometric and spectroscopic results ( Mulchaey J.S., Lubin L.M., Fassnacht C., Rosati P., Jeltema T.E.)"
VizieR,J/MNRAS/434/163/table3,18,"Variable NAL systems (Narrow-Line absorption) ( Hacker T.L., Brunner R.J., Lundgren B.F., York D.G.)"
VizieR,J/ApJ/887/23/table1,18,"X-ray and submillimeter properties, redshifts, and spectral classes of the full X-ray sample ( Barger A.J., Cowie L.L., Bauer F.E., Gonzalez-Lopez J.)"
VizieR,J/ApJS/224/33/table2,18,"CLASH-VLT spectroscopic redshift catalog of MACS J0416.1-2403 ( Balestra I., Mercurio A., Sartoris B., et al.)"
VizieR,J/ApJ/823/95/catalog,18,"List of detected Chandra counterparts ( Cappelluti N., Comastri A., Fontana A., et al.)"
VizieR,J/ApJ/723/1678/table4,18,"Spectroscopic redshifts of galaxies within the ACS field of view of A1689 used for our photometric redshift tests ( Coe D., Benitez N., Broadhurst T., Moustakas L.A.)"
VizieR,J/ApJS/123/79/3eg,17,"Third EGRET Source Catalog (table 4) ( Hartman R.C., Bertsch D.L., Bloom S.D., et al.)"
HEASARC,kuehr,17,Extragalactic Radio Sources
VizieR,J/ApJ/791/128/table15,17,"Galaxy Group Members near PHL 1811 (z_abs = 0.07773) ( Stocke J.T., Keeney B.A., Danforth C.W., Syphers D., Yamamoto H., Shull J.M., Green J.C., Froning C., Savage B.D., Wakker B., Kim T.-S., Ryan-Weber E.V., Kacprzak G.G.)"
VizieR,J/ApJS/225/23/table1,17,"Catalog of SDSS DR12 magnitude-limited redshift candidate compact groups (MLCGs) ( Sohn J., Geller M.J., Hwang H.S., Zahid H.J., Lee M.G.)"
VizieR,J/MNRAS/478/3721/tablea1,17,"Properties of the ALMA observed X-ray sample in the GOODS-S field ( Stanley F., Harrison C.M., Alexander D.M., Simpson J., Knudsen K.K., Mullaney J.R., Rosario D.J., Scholtz J.)"
VizieR,J/MNRAS/489/2907/table2,17,"*HI and derived parameters ( Schroeder A.C., Floer L., Winkel B., Kerp J.)"
HEASARC,champhxagn,17,CHAMP (Chandra Multiwavelength Project) Hard X-Ray Emitting AGN
VizieR,J/AJ/150/31/table5,17,"Hubble Ultra Deep field (UDF) catalog ( Rafelski M., Teplitz H.I., Gardner J.P., et al.)"
VizieR,J/A+A/535/A4/tablea1,17,"Clusters included in the combined sample and their X-ray properties within r_500_ ( Reichert A., Boehringer H., Fassbender R., Muehlegger M.)"
VizieR,J/ApJ/905/52/table3,17,"Catalog ( Guo H., Peng J., Zhang K., Burke C.J., Liu X., Sun M., Wang S., Kong M., Sheng Z., Wang T., He Z., Gu M.)"
VizieR,J/AJ/118/1468/table3,17,"Cluster coordinates ( Dale D.A., Giovanelli R., Haynes M.P., Hardy E., Campusano L.E.)"
VizieR,J/ApJ/706/1364/table1,17,"SINS survey: galaxies observed ( Forster Schreiber N.M., Genzel R., Bouche N., et al.)"
VizieR,J/ApJ/833/178/table3,17,"Properties of galaxies ( Vulcani B., Treu T., Schmidt K.B., Morishita T., Dressler A., Poggianti B.M., Abramson L., Bradac M., Brammer G.B., Hoag A., Malkan M., Pentericci L., Trenti M.)"
VizieR,J/AJ/160/37/tablea1,17,"COSMOS Ly{alpha} Mapping And Tomographic Observations (CLAMATO) Lyman-break galaxies (LBGs) used in our composite analysis ( Monzon J.S., Prochaska J.X., Lee K.-G., Chisholm J.)"
HEASARC,xmmcosmoid,17,XMM-COSMOS Catalog of Optical/IR Counterparts
VizieR,J/A+A/512/A37/table2,16,"Radial velocities and space motions of our targets ( Seifahrt A., Reiners A., Almaghrbi K.A.M., Basri G.)"
VizieR,J/A+A/644/A163/table1,16,"Complete list of strong lens candidates from visual inspection of the highest neural network scores ( Canameras R., Schuldt S., Suyu S. H., Taubenberger S., Meinhardt T., Leal-Taixe L., Lemon C., Rojas K., Savary E.)"
VizieR,J/ApJ/735/L22/table1,16,"Galaxy properties at z~0, z~1 and z~2 ( Szomoru D., Franx M., Bouwens R.J., van Dokkum P.G., Labbe I., Illingworth G.D., Trenti M.)"
VizieR,J/PASJ/63/S677/table1,16,"Cataloged sources in the MAXI/GSC survey ( Hiroi K., Ueda Y., Isobe N., et al.)"
VizieR,J/A+AS/110/19/table2,16,"Spectroscopic observations of galaxy pairs ( Davoust E., Considere S.)"
VizieR,J/A+A/510/A48/catalog,16,"Palermo BAT survey catalogue (table2 in the paper) ( Cusumano G., La Parola V., Segreto A., Mangano V., Ferrigno C., Maselli A., Romano P., Mineo T., Sbarufatti B., Campana S., Chincarini G., Giommi P., Masetti N., Moretti A., Tagliaferri G.)"
VizieR,J/ApJ/805/90/elirgs,16,"Photometry and luminosities of  WISE extremely luminous infrared galaxies (ELIRGs) ( Tsai C.-W., Eisenhardt P.R.M., Wu J., et al.)"
VizieR,J/A+A/635/A98/table1,16,"Redshift catalog of galaxy cluster members ( Rescigno U., Grillo C., Lombardi M., Rosati P., Caminha G.B., Meneghetti M., Mercurio A., Bergamini P., Coe D.)"
VizieR,J/A+AS/109/171/table3,16,"SA287 field (l = 0deg, b = -47deg) ( FLYNN C., SOMMER-LARSEN J., CHRISTENSEN P.R., HAWKINS M.R.S.)"
VizieR,J/A+A/597/A24/tableb1,16,"VIMOS and literature cluster galaxies of S1101 ( Rabitz A., Zhang Y.-Y., Schwope A., Verdugo M., Reiprich T., Klein M.)"
VizieR,J/A+A/584/A48/tablea1,16,"ID, duration, coordinates, and redshift of the 357 GRBs as were published at http://www.astro.caltech.edu/grbox/grbox.php ( Horvath I., Bagoly Z., Hakkila J., Toth L.V.)"
VizieR,J/ApJ/663/164/members,16,"Spectroscopically confirmed cluster  members: spectroscopy and photometry ( Demarco R., Rosati P., Lidman C., et al.)"
VizieR,J/AJ/138/1022/table1,16,"Global properties of emission-line galaxies ( Straughn A.N., Pirzkal N., Meurer G.R., Cohen S.H., Windhorst R.A., Malhotra S., Rhoads J., Gardner J.P., Hathi N.P., Jansen R.A., Grogin N., Panagia N., di Serego Alighieri S., Gronwall C., Walsh J., Pasquali A., Xu C.)"
VizieR,J/MNRAS/435/1265/tableb1,16,*Best-fitting results on the reconstructed masses of the objects of four samples using the MgT generalized scaling relations (gSR) ( Ettori S.)
VizieR,J/MNRAS/469/4034/table2,16,"Basic properties of all sources in the sample ( O'Sullivan S.P., Purcell C.R., Anderson C.S., Farnes J.S., Sun X.H., Gaensler B.M.)"
VizieR,J/A+A/466/31/table1,16,"The HELLAS2XMM second-source sample ( Cocchia F., Fiore F., Vignali C., Mignoli M., Brusa M., Comastri A., Feruglio C., Bald A., Carangelo N., Ciliegi P., D'Elia V., La Franca F., Maiolino R., Matt G., Molendi S., Perola G.C., Puccetti S.)"
VizieR,J/ApJ/866/97/table2,16,"X-ray flash (XRF) and X-ray rich (XRR) samples ( Bi X., Mao J., Liu C., Bai J.-M.)"
HEASARC,cgrabs,16,Candidate Gamma-Ray Blazar Survey Source Catalog
VizieR,J/MNRAS/475/1960/tablea6,16,"Master list of data for the whole sample (440 dwarfs and 447 entries) ( Fouque P., Moutou C., Malo L., Martioli E., Lim O., Rajpurohit A., Artigau E., Delfosse X., Donati J.-F., Forveille T., Morin J., Allard F., Delage R., Doyon R., Hebrard E., Neves V.)"
VizieR,J/A+A/512/A12/catalogC,16,"Combined table from original tables ( Balestra I., Mainieri V., Popesso P., Dickinson M., Nonino M., Rosati P., Teimoorinia H., Vanzella E., Cristiani S., Cesarsky C., Fosbury R.A.E., Kuntschner H., Rettura A.)"
VizieR,J/other/RAA/21.306/tablea1,16,"Basic information for SN sample ( Zhang H.-X., Chen Y.-M., Shi Y., Bao M., Yu X.-L.)"
VizieR,J/ApJS/219/1/table6,16,"X-ray properties of type 1 AGNs ( Oh K., Yi S.K., Schawinski K., Koss M., Trakhtenbrot B., Soto K.)"
VizieR,J/ApJ/716/198/table2,16,"DiskMass sample ( Bershady M.A., Verheijen M.A.W., Swaters R.A., Andersen D.R., Westfall K.B., Martinsson T.)"
VizieR,J/ApJ/869/6/table1,15,"The EDisCS-HST sample ( Deger S., Rudnick G., Kelkar K., Aragon-Salamanca A., Desai V., Lotz J.M., Jablonka P., Moustakas J., Zaritsky D.)"
HEASARC,cyder,15,Calan-Yale Deep Extragalactic Research Survey X-Ray Source Catal
VizieR,J/AJ/132/2243/table1,15,"2MASS Infrared Photometry ( Geller M.J., Kenyon S.J., Barton E.J., Jarrett T.H., Kewley L.J.)"
VizieR,J/A+A/652/A2/tableh1,15,"Final catalog of {rho} Oph (known and new sources) ( Grasser N., Ratzenboeck S., Alves J., Grossschedl J., Meingast S., Zucker C., Hacar A., Lada C., Goodman A., Lombardi M., Forbes J.C., Bomze I.M., Moeller T.)"
VizieR,J/A+A/572/A41/specmem,15,"Protocluster spectroscopic member properties ( Lemaux B.C., Cucciati O., Tasca L.A.M., et al.)"
VizieR,J/A+A/618/A157/tabled2,15,"Table of galaxies in compact groups ( Diaz-Gimenez E., Zandivarez A., Taverna A.)"
VizieR,J/MNRAS/406/2578/table3,15,"Optical and infrared properties of the putative cluster members ( Mao M.Y., Sharp R., Saikia D.J., Norris R.P., Johnston-Hollitt M., Middelberg E., Lovell J.E.J.)"
VizieR,J/other/RAA/18.56/table1,15,"Description of the Sample ( Kang S.-J., Wu Q., Zheng Y.-G., Yin Y., Song J.-L., Zou H., Feng J.-C., Dong A.-J., Wu Z.-Z., Zhang Z.-B., Wu L.-H.)"
VizieR,J/A+A/455/107/table2,15,"Main properties of the sample of distant galaxies ( Flores H., Hammer F., Puech M., Amram P., Balkowski C.)"
VizieR,J/MNRAS/430/425/vlrsagn,15,"Catalogue of AGN ( Bielby R., Hill M.D., Shanks T., Crighton N.H.M., Infante L., Bornancini C.G., Francke H., Heraudeau P., Lambas D.G., Metcalfe N., Minniti D., Padilla N., Theuns T., Tummuangpak P., Weilbacher P.)"
VizieR,J/ApJS/153/119/table2,15,"Spectroscopic coverage of the US survey ( Mitchell K.J., Usher P.D.)"
VizieR,J/ApJ/766/37/table1,15,"Radio and optical data for our sample ( Singal A.K., Singh R.L.)"
VizieR,J/ApJS/238/32/3maxi,15,"X-ray properties of sources in the third MAXI/GSC catalog and possible counterparts (tables 1 and 2) ( Kawamuro T., Ueda Y., Shidatsu M., et al.)"
VizieR,J/A+AS/130/251/table1,15,"Parameter of 21 shell galaxies ( Longhetti M., Rampazzo R., Bressan A., Chiosi C.)"
VizieR,J/A+A/486/85/tablea,15,"Data for galaxies in Abell 496 ( Chilingarian I.V., Cayatte V., Durret F., Adami C., Balkowski C., Chemin L., Lagana T.F., Prugniel P.)"
VizieR,J/ApJ/841/7/table2,15,"Spectroscopic cluster member catalog ( Benson B., Wittman D.M., Golovich N., Jee M.J., van Weeren R.J., Dawson W.A.)"
VizieR,J/A+A/445/465/table1,15,"Radio fluxes, optical IDs and redshifts of Southern Kuehr sources ( Ricci R., Prandoni I., Gruppioni G, Sault R.J., De Zotti G.)"
VizieR,J/A+A/492/345/tablea1,15,"Positions, photometric data, photometric and spectroscopic redshifts for galaxies of Abell 1942 ( Capelato H.V., Proust D., Lima Neto G.B., Santos W.A., Sodre L.JR)"
VizieR,J/ApJS/140/143/table2,15,"Observation Details ( Bechtold J., Dobrzycki A., Wilden B., Morita M., Scott J., Dobrzycka D., Tran K.-V., Aldcroft T.L.)"
HEASARC,ecdfsoid,15,Extended Chandra Deep Field-South Survey Optical Identifications
VizieR,J/AJ/112/62/table3,15,"IRAS ADDSCAN detections ( Tanner A.M., Bechtold J., Walker C.E., Black J.H., Cutri R.M.)"
VizieR,J/A+A/527/A90/table2,15,"Source properties of candidate HI detections in the Westerbork Virgo Filament Survey ( Popping A., Braun R.)"
VizieR,J/MNRAS/390/289/tables,14,"Details of detected radio sources ( Johnston-Hollitt M., Sato M., Gill J.A., Fleenor M.C., Brick A.-M.)"
HEASARC,maxigschgl,14,37-Month MAXI/GSC High Galactic-Latitude Source Catalog
VizieR,J/A+AS/112/347/f534,14,"List of candidates and their spectroscopic identification: Field 534 ( CRISTIANI S., LA FRANCA F., ANDREANI P., GEMMO A., GOLDSCHMIDT P., MILLER L., VIO R., BARBIERI C., BODINI L., IOVINO A., LAZZARIN M., CLOWES R., MACGILLIVRAY H., GOUIFFES CH., LISSANDRINI C., SAVAGE A.)"
HEASARC,elaisfbmc,14,European Large-Area ISO Survey (ELAIS) Final Band-Merged Catalog
VizieR,J/ApJ/850/161/grbs,14,"Duration, spectral lags, burst energetics and general information of the GRB (tables 1, 2 and 4) ( Tsvetkova A., Frederiks D., Golenetskii S., Lysenko A., Oleynik P., Pal'shin V., Svinkin D., Ulanov M., Cline T., Hurley K., Aptekar R.)"
VizieR,J/A+A/327/952/table5b,14,"New redshifts of background galaxies ( Stein P., Jerjen H., Federspiel M.)"
VizieR,J/ApJS/224/20/table1,14,"Fitting results of X-ray flares for 201 GRBs ( Yi S.-X., Xi S.-Q., Yu H., Wang F.Y., Mu H.-J., Lu L.-Z., Liang E.-W.)"
VizieR,J/ApJS/233/6/table1,14,"SN II discovery data ( Hicken M., Friedman A.S., Blondin S., Challis P., Berlind P., Calkins M., Esquerdo G., Matheson T., Modjaz M., Rest A., Kirshner R.P.)"
VizieR,J/A+A/463/97/table4,14,"Master list of GHz-peaked sources ( Labiano A., Barthel P.D., O'dea C.P., De Vries W.H., Perez I., Baum S.A.)"
VizieR,J/A+A/635/A98/table2,14,"Redshift catalog of multiple images ( Rescigno U., Grillo C., Lombardi M., Rosati P., Caminha G.B., Meneghetti M., Mercurio A., Bergamini P., Coe D.)"
VizieR,J/MNRAS/469/3946/table1,14,"Multiply imaged systems ( Lagattuta D.J., Richard J., Clement B., Mahler G., Patricio V., Pello R., Soucail G., Schmidt K.B., Wisotzki L., Martinez J., Bina D.)"
VizieR,V/134/arxa,14,The atlas of Radio/X-ray associations ( Flesch E.)
HEASARC,galextdsc,14,GALEX Time Domain Survey Catalog
VizieR,J/MNRAS/438/796/table3,14,"6dFGS galaxies detected as AT20G radio sources. ( Sadler E.M., Ekers R.D., Mahony E.K., Mauch T., Murphy T.)"
VizieR,J/ApJ/842/120/table2,14,"Kinematic catalog ( Ibata R.A., Lewis G.F., Thomas G., Martin N.F., Chapman S.)"
VizieR,J/ApJS/250/26/table2,14,"Additional identifications from the literature ( Boutsia K., Grazian A., Calderone G., Cristiani S., Cupani G., Guarneri F., Fontanot F., Amorin R., D'Odorico V., Giallongo E., Salvato M., Omizzolo A., Romano M., Menci N.)"
VizieR,J/other/Ap/63.166/table4,14,"Different parameters of our based on results of cross-matching with multiwavelength catalogs ( Paronyan G.M., Mickaelian A.M., Abrahamyan H.V., Mikayelyan G.A.)"
VizieR,J/A+A/641/A62/table1,14,"ACC main properties ( Paggi A., Bonato M., Raiteri C.M., Villata M., De Zotti G., Carnerero M.I.)"
VizieR,J/MNRAS/478/4657/iband,14,"GALFIT i-band decomposition ( Pahwa I., Saha K.)"
VizieR,J/A+AS/115/439/table2,14,"Galaxies searched for CO, with negative results ( Elfhag T., Booth R.S., Johansson L.E.B., Hoeglund B., Sandqvist A.)"
VizieR,J/MNRAS/401/2715/sources,14,"List of studied QSOs ( D'Odorico V., Calura F., Cristiani S., Viel M.)"
VizieR,VII/186/catalog,14,Positions and radial velocities ( CAMERON R.A.)
HEASARC,atlas2p3gh,14,AT Large Area Survey (ATLAS) ELAIS-S1 & CDF-S 2.3-GHz Source Cat
VizieR,J/ApJ/865/56/table1,13,"summary ( Lira P., Kaspi S., Netzer H., Botti I., Morrell N., Mejia-Restrepo J., Sanchez-Saez P., Martinez-Palomera J., Lopez P.)"
VizieR,J/ApJ/772/25/table8,13,"Spectroscopic members of the 16 ACT clusters ( Sifon C., Menanteau F., Hasselfield M., et al.)"
VizieR,J/AJ/131/114/table7,13,"Positions, magnitudes, and redshifts for the optical counterparts ( Burgess A.M., Hunstead R.W.)"
HEASARC,nuecdfscat,13,NuSTAR Survey of Extended Chandra Deep Field South (ECDF-S) Sour
VizieR,J/ApJ/771/85/table4,13,"Compilation of masses and structural parameters for high-redshift galaxies ( van de Sande J., Kriek M., Franx M., van Dokkum P.G., Bezanson R., Bouwens R.J., Quadri R.F., Rix H.-W., Skelton R.E.)"
