TAP_service,table_name,description
VizieR,J/MNRAS/470/95/macs1720,"MACS J1720+3536 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/MNRAS/470/95/macs1931,"MACS J1931-26 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/MNRAS/470/95/macs2129,"MACS J2129+0005 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/MNRAS/470/95/ms2137,"MS2137-2353 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/MNRAS/470/95/rxj1347,"RX J1347-1145 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/MNRAS/470/95/rxj1532,"RX J1532.8+3021 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/MNRAS/470/95/rxj2129,"RX J2129+0005 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/MNRAS/470/95/rxj2248,"RX J2248-4431 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/MNRAS/471/2687/table2,"*Catalogue of the MAGPHYS output parameters and NA10 morphologies and environmental density for each galaxy in our sample ( Bait O., Barway S., Wadadekar Y.)"
VizieR,J/MNRAS/471/28/tablea1,"Herschel photometry of the objects studied in this work ( Kalfountzou E., Stevens J.A., Jarvis M.J., Hardcastle M.J., Wilner D., Elvis M., Page M.J., Trichas M., Smith D.J.B.)"
VizieR,J/MNRAS/471/3398/table2,"Stellar parameters adopted for the MiMeS normal B star sample ( Ahmed A., Sigut T.A.A.)"
VizieR,J/MNRAS/471/3428/table1,"The GALEX archival sample ( Rao S.M., Turnshek D.A., Sardane G.M., Monier E.M.)"
VizieR,J/MNRAS/471/3428/table2,"The zabs<=0.4 MMT-HST COS sample ( Rao S.M., Turnshek D.A., Sardane G.M., Monier E.M.)"
VizieR,J/MNRAS/471/364/table2,"Spectral curvature values for the analysed in the COSMOS legacy survey ( Baronchelli L., Koss M., Schawinski K., Cardamone C., Civano F., Comastri A., Elvis M., Lanzuisi G., Marchesi S., Ricci C., Salvato M., Trakhtenbrot B., Treister E.)"
VizieR,J/MNRAS/471/3806/table1,"Radio sources with evidence of recurrent activity ( Kuzmicz A., Jamrozy M., Koziel-Wierzbowska D., Wezgowiec M.)"
VizieR,J/MNRAS/471/4990/tablea1,"X-ray to optical properties of individual galaxies ( Caglar T., Hudaverdi M.)"
VizieR,J/MNRAS/471/4990/tableb2,"Properties of point sources studied in this work ( Caglar T., Hudaverdi M.)"
VizieR,J/MNRAS/471/59/table1,"Quantities for our PG QSOs sample ( Lani C., Netzer H., Lutz D.)"
VizieR,J/MNRAS/471/629/tablec1,"List of sources that are observed as dual-emitters (line-emitters in at least two narrow-bands) ( Matthee J., Sobral D., Best P., Smail I., Bian F., Darvish B., Rottgering H., Fan X.)"
VizieR,J/MNRAS/472/273/ozdesdr1,"Positions, redshifts, redshifts quality flags ( Childress M.J., Lidman C., Davis T.M., et al.)"
VizieR,J/MNRAS/472/334/table1,"The Type 1 AGNs, observed at the MIR and optical wavelengths ( Lakicevic M., Kovacevic-Dojcinovic J., Popovic L.C.)"
VizieR,J/MNRAS/473/1751/tablea1,"The HerBS - SPIRE and SCUBA-2 data ( Bakx T.J.L.C., Eales S.A., Negrello M., et al.)"
VizieR,J/MNRAS/473/1751/tablea2,"Blazars - SPIRE and SCUBA-2 data ( Bakx T.J.L.C., Eales S.A., Negrello M., et al.)"
VizieR,J/MNRAS/473/1879/table1,"Catalogue containing redshift data for all sources taken by AAOmega and Hectospec ( Rhee J., Lah P., Briggs F.H., Chengalur J.N., Colless M., Willner S.P., Ashby M.L.N., Le Fevre O.)"
VizieR,J/MNRAS/473/30/tablea1,"The catalog of Ly{alpha} emitters ( Caruana J., Wisotzki L., Herenz E.C., Kerutt J., Urrutia T., Schmidt K.B., Bouwens R., Brinchmann J., Cantalupo S., Carollo M., Diener C., Drake A., Garel T., Marino R.A., Richard J., Saust R., Schaye J., Verhamme A.)"
VizieR,J/MNRAS/473/4130/tableb1,"Sources radial velocity and spectrophotometry ( Martin T.B., Drissen L., Melchior A.-L.)"
VizieR,J/MNRAS/473/5154/table2,"Basic properties of our 191 blazars ( Mishra S., Chand H., Gopal-Krishna, Joshi R., Shchekinov Y.A., Fatkhullin T.A.)"
VizieR,J/MNRAS/473/663/catalog,"Redshift catalogue ( Mahler G., Richard J., Clement B., Lagattuta D., Schmidt K., Patricio V., Soucail G., Bacon R., Pello R., Bouwens R., Maseda M., Martinez J., Carollo M., Inami H., Leclercq F., Wisotzki L.)"
VizieR,J/MNRAS/473/663/tablea1,"Multiply imaged systems considered in this work ( Mahler G., Richard J., Clement B., Lagattuta D., Schmidt K., Patricio V., Soucail G., Bacon R., Pello R., Bouwens R., Maseda M., Martinez J., Carollo M., Inami H., Leclercq F., Wisotzki L.)"
VizieR,J/MNRAS/474/1873/catalog,"Galaxy catalogue with classification and related information for our Main sample ( Wang L.-L., Luo A.-L., Shen S.-Y., Hou W., Kong X., Song Y.-H., Zhang J.-N., Wu H., Cao Z.-H., Hou Y.-H., Wang Y.-F., Zhang Y., Zhao Y.-H.)"
VizieR,J/MNRAS/474/1909/tablea1,"The mass, z and T-type-matched comparison sample of all spiral galaxies and their properties ( Fraser-McKelvie A., Brown M.J.I., Pimbblet K., Dolley T., Bonne N.J.)"
VizieR,J/MNRAS/474/3875/gamadr3,"GAMA-DR3 spectrum catalog ( Baldry I.K., Liske J., Brown M.J.I., et al.)"
VizieR,J/MNRAS/474/4151/wigglez,"The WiggleZ catalogue ( Drinkwater M.J., Byrne Z.J., Blake C., et al.)"
VizieR,J/MNRAS/474/4396/table1,"List of common sources found in both the MASIV sample and the OVRO 15 GHz blazar monitoring program (Richards et al. 2014MNRAS.438.3058R), their intrinsic properties, and variability characteristics ( Koay J.Y., Macquart J.-P., Jauncey D.L., Pursimo T., Giroletti M., Bignall H.E., Lovell J.E.J., Rickett B.J., Kedziora-Chudczer L., Ojha R., Reynolds C.)"
VizieR,J/MNRAS/474/5076/tablea1,"Intrinsic velocity dispersion and related quantities ( Johnson H.L., Harrison C.M., Swinbank A.M., et al.)"
VizieR,J/MNRAS/474/5363/table1,"AKARI-SDSS-6dFGS-2MRS sample ( Kilerci Eser E., Goto T.)"
VizieR,J/MNRAS/475/1960/tablea6,"Master list of data for the whole sample (440 dwarfs and 447 entries) ( Fouque P., Moutou C., Malo L., Martioli E., Lim O., Rajpurohit A., Artigau E., Delfosse X., Donati J.-F., Forveille T., Morin J., Allard F., Delage R., Doyon R., Hebrard E., Neves V.)"
VizieR,J/MNRAS/475/2067/tablea1,"Galaxy survey data in QSO/cluster fields ( Burchett J.N., Tripp T.M., Wang Q.D., Willmer C.N.A., Bowen D.V., Jenkins E.B.)"
VizieR,J/MNRAS/475/4148/table2,"VIMOS spectroscopic redshifts in the UKIDSS UDS field ( Galametz A., Pentericci L., Castellano M., Mendel T., Hartley W.G., Fossati M., Finoguenov A., Almaini O., Beifiori A., Fontana A., Grazian A., Scodeggio M., Kocevski D.D.)"
VizieR,J/MNRAS/475/5179/table1,"*The high-offset galaxies ( Skipper C.J., Browne I.W.A.)"
VizieR,J/MNRAS/475/788/table1,"Complete 428 galaxies ( Mahajan S., Drinkwater M.J., Driver S., Hopkins A.M., Graham A.W., Brough S., Brown M.J.I., Holwerda B.W., Owers M.S., Pimbblet K.A.)"
VizieR,J/MNRAS/476/2501/tableb1,"Parameters for all the MQ AGN analysed in this work ( Aranzana E., Kording E., Uttley P., Scaringi S., Bloemen S.)"
VizieR,J/MNRAS/476/4965/tableb3,"List of strong CII/SiII systems. These systems are not part of the studied here ( Muzahid S., Fonseca G., Roberts A., Rosenwasser B., Richter P., Narayanan A., Churchill C., Charlton J.)"
VizieR,J/MNRAS/476/875/tablea2,"HI Properties of GASS-low detections ( Catinella B., Saintonge A., Janowiecki S., Cortese L., Dave R., Lemonias J.J., Cooper A.P., Schiminovich D., Hummels C.B., Fabello S., Gereb K., Kilborn V., Wang J.)"
VizieR,J/MNRAS/477/2173/table1,"GRBs data ( Song C.-Y., Liu T., Li A.)"
VizieR,J/MNRAS/477/4711/table2,"All the quantities and properties required to plot all the figures in Section 4 ( Graham M.T., Cappellari M., Li H., Mao S., Bershady M.A., Bizyaev D., Brinkmann J., Brownstein J.R., Bundy K., Drory N., Law D.R., Pan K., Thomas D., Wake D.A., Weijmans A.-M., Westfall K.B., Yan R.)"
VizieR,J/MNRAS/477/5625/sample,"QSOs redshifts, Ly{alpha} integrated flux (table 1) and rst EWs of CII {lambda}1334, SiII {lambda}1526, AlII {lambda}1670, and FeII {lambda}2344 transitions (table 2) ( Fathivavsari H., Petitjean P., Jamialahmadi N., Khosroshahi H.G., Rahmani H., Finley H., Noterdaeme P., Paris I., Srianand R.)"
VizieR,J/MNRAS/477/845/modelcor,"*Catalogue of corrected photometry (tables 2+4) ( Gilhuly C., Courteau S.)"
VizieR,J/MNRAS/477/845/modelunc,"Catalogue of uncorrected photometry ( Gilhuly C., Courteau S.)"
VizieR,J/MNRAS/478/1442/tableb1,"Directly observable quantities for our 78 Stripe82 galaxies ( Bertemes C., Wuyts S., Lutz D., Forster Schreiber N.M., Genzel R., Minchin R.F., Mundell C.G., Rosario D., Saintonge A., Tacconi L.)"
VizieR,J/MNRAS/478/1512/catalog,"Catalog for 754 calibrators ( Bonato M., Liuzzo E., Giannetti A., Massardi M., De Zotti G., Burkutean S., Galluzzi V., Negrello M., Baronchelli I., Brand J., Zwaan M.A., Rygl K.L.J., Marchili N., Klitsch A., Oteo I.)"
VizieR,J/MNRAS/478/1512/list,"List of calibrators ( Bonato M., Liuzzo E., Giannetti A., Massardi M., De Zotti G., Burkutean S., Galluzzi V., Negrello M., Baronchelli I., Brand J., Zwaan M.A., Rygl K.L.J., Marchili N., Klitsch A., Oteo I.)"
VizieR,J/MNRAS/478/2132/tablec,"The photo-zs for galaxies detected in the N18 forced-photometry catalogue ( Chen C.-T.J., Brandt W.N., Luo B., et al.)"
VizieR,J/MNRAS/478/3721/tablea1,"Properties of the ALMA observed X-ray sample in the GOODS-S field ( Stanley F., Harrison C.M., Alexander D.M., Simpson J., Knudsen K.K., Mullaney J.R., Rosario D.J., Scholtz J.)"
VizieR,J/MNRAS/478/3721/tablea2,"Properties of the ALMA observed X-ray sample in the COMSOS field ( Stanley F., Harrison C.M., Alexander D.M., Simpson J., Knudsen K.K., Mullaney J.R., Rosario D.J., Scholtz J.)"
VizieR,J/MNRAS/478/3721/tablea3,"SED-fitting results for the comparison sample of WISE AGN-dominated sources ( Stanley F., Harrison C.M., Alexander D.M., Simpson J., Knudsen K.K., Mullaney J.R., Rosario D.J., Scholtz J.)"
VizieR,J/MNRAS/478/3721/tablea4,"SED-fitting results for the comparison sample of star formation galaxies ( Stanley F., Harrison C.M., Alexander D.M., Simpson J., Knudsen K.K., Mullaney J.R., Rosario D.J., Scholtz J.)"
VizieR,J/MNRAS/478/3740/table1,"Main relevant parameters of the sample ( Arrabal Haro P., Rodriguez Espinosa J.M., Munoz-Tunon C., et al.)"
VizieR,J/MNRAS/478/3740/table2,"Distances between the objects in groups and their redshifts ( Arrabal Haro P., Rodriguez Espinosa J.M., Munoz-Tunon C., et al.)"
VizieR,J/MNRAS/478/4068/table1,"The MIR and optical data for 99 BLAGNs and 64 NLS1s ( Lakicevic M., Popovic L.C., Kovacevic-Dojcinovic J.)"
VizieR,J/MNRAS/478/4238/table2,"Derived properties for IR-bright AGNs ( Dai Y.S., Wilkes B.J., Bergeron J., Kuraszkiewicz J., Omont A., Atanas A., Teplitz H.I.)"
VizieR,J/MNRAS/478/4293/tablea1,"Metallicity, mass, SFR and morphological properties ( Carton D., Brinchmann J., Contini T., Epinat B., Finley H., Richard J., Patricio V., Schaye J., Nanayakkara T., Weilbacher P.M., Wisotzki)"
VizieR,J/MNRAS/478/4336/table1,"The SDSS and GALEX data for all the Coma supercluster galaxies in our sample ( Mahajan S., Singh A., Shobhana D.)"
VizieR,J/MNRAS/478/4416/tablea1,"Properties of best-fitting models created by Teimoorinia (2012AJ....144..172T) ( Rahmani S., Teimoorinia H., Barmby P.)"
VizieR,J/MNRAS/478/4657/gband,"GALFIT g-band decomposition ( Pahwa I., Saha K.)"
VizieR,J/MNRAS/478/4657/iband,"GALFIT i-band decomposition ( Pahwa I., Saha K.)"
VizieR,J/MNRAS/478/4657/rband,"GALFIT r-band decomposition ( Pahwa I., Saha K.)"
VizieR,J/MNRAS/478/5336/tablea1,"Serendipitous catalogue of nearby objects ( Xi C., Taylor J.E., Massey R.J., Rhodes J., Koekemoer A., Salvato M.)"
VizieR,J/MNRAS/478/5473/tablea1,"Main properties of the 72 clusters ( Lopes P.A.A., Trevisan M., Lagana T.F., Durret F., Ribeiro A.L.B., Rembold S.B.)"
VizieR,J/MNRAS/479/3563/table2,"Supernova candidates ( Friedmann M., Maoz D.)"
VizieR,J/MNRAS/479/807/catalog,"Catalogue of faint local radio AGN ( Lofthouse E.K., Kaviraj S., Smith D.J.B., Hardcastle M.J.)"
VizieR,J/MNRAS/480/1022/table2,"Source catalogue ( Yang G., Brandt W.N., Darvish B., Chen C.-T.J., Vito F., Alexander D.M., Bauer F.E., Trump J.R.)"
VizieR,J/MNRAS/480/1187/table1,"Radial velocities of 187 galaxies in the field of CL1821 ( Boschin W., Girardi M.)"
VizieR,J/MNRAS/480/2165/tablea1,"Table showing the 148 1BIGB {gamma}-ray signatures ( Arsioli B., Barres de Almeida U., Prandini E., Fraga B., Foffano L.)"
VizieR,J/MNRAS/480/2302/tablec1,"The primary sample ( Sun A.-L., Greene J.E., Zakamska N.L., Goulding A.D., Strauss M.A., Huang S., Johnson S.D., Kawaguchi T., Matsuoka Y., Marsteller A.A., Nagao T., Toba Y.)"
VizieR,J/MNRAS/480/5517/tablea1,"Cross-correlation results for the sources in our that showed a >1{sigma} significant DCF peak ( Liodakis I., Romani R.W., Filippenko A.V., Kiehlmann S., Max-Moerbeck W., Readhead A.C.S., Zheng W.)"
VizieR,J/MNRAS/480/707/s82cat,"S82 cross-matched catalogue ( Prescott M., Whittam I. H., Jarvis M. J., McAlpine K., Richter L. L., Fine S., Mauch T., Heywood I., Vaccari M.)"
VizieR,J/MNRAS/481/1055/table5,"Galaxy redshifts ( Haines C.P., Busarello G., Merluzzi P., Pimbblet K.A., Vogt F.P.A., Dopita M.A., Mercurio A., Grado A., Limatola L.)"
VizieR,J/MNRAS/481/2458/tablea2,"Galaxy properties of small galaxy systems members ( Duplancic F., Coldwell G.V., Alonso S., Lambas D.G.)"
VizieR,J/MNRAS/481/307/table2,"List of GNT candidates ( Kostrzewa-Rutkowska Z., Jonker P.G., Hodgkin S.T., Wyrzykowski L., Fraser M., Harrison D.L., Rixon G., Yoldas A., Van Leeuwen F., Delgado A., Van Leeuwen M., Koposov S.E.)"
VizieR,J/MNRAS/481/3497/table2,"JINGLE catalog ( Saintonge A., Wilson C.D., Xiao T., et al.)"
VizieR,J/MNRAS/481/4158/tablea1,"Parameters of 45 clusters with known mass (M500) from literature ( Wen Z.L., Han J.L.)"
VizieR,J/MNRAS/481/5580/tablea1,"Physical properties and derived quantities of the lenticular galaxies used in this work ( Fraser-McKelvie A., Aragon-Salamanca A., Merrifield M., Tabor M., Bernardi M., Drory N., Parikh T., Argudo-Fernandez M.)"
VizieR,J/MNRAS/481/5630/tablec1,"Emitter catalogue ( Shimakawa R., Koyama Y., Rottgering H.J.A., Kodama T., Hayashi M., Hatch N.A., Dannerbauer H., Tanaka I., Tadaki K.-I., Suzuki T.L., Fukagawa N., Cai Z., Kurk J.D.)"
VizieR,J/MNRAS/482/1618/table3,"General properties of the 5MUSES sample ( Cortzen I., Garrett J., Magdis G., Rigopoulou D., Valentino F., Pereira-Santaella M., Combes F., Alonso-Herrero A., Toft S., Daddi E., Elbaz D., Gomez-Guijarro C., Stockmann M., Huang J., Kramer C.)"
VizieR,J/MNRAS/482/1618/table4,"Galaxies from the literature with PAH, IR, and/or CO emission ( Cortzen I., Garrett J., Magdis G., Rigopoulou D., Valentino F., Pereira-Santaella M., Combes F., Alonso-Herrero A., Toft S., Daddi E., Elbaz D., Gomez-Guijarro C., Stockmann M., Huang J., Kramer C.)"
VizieR,J/MNRAS/482/2627/tablea1,"Computed basic parameters of the 315 studied triplet systems in the SIT catalogue ( Tawfeek A.A., Ali G.B., Takey A., Awad Z., Hayman Z.M.)"
VizieR,J/MNRAS/482/2731/table1,"GRBs data used to estimate dust-to-metals ratios and N(Fe,Si)_dust_ ( Zafar T., Moller P.)"
VizieR,J/MNRAS/482/2731/table2,"QSO DLAs and sub-DLAs data used to estimate dust-to-metals ratios and N(Fe,Si)_dust_ ( Zafar T., Moller P.)"
VizieR,J/MNRAS/482/98/table2,"Properties of outburst host galaxies ( Drake A.J., Djorgovski S.G., Graham M.J., Stern D., Mahabal A.A., Catelan M., Christensen E., Larson S.)"
VizieR,J/MNRAS/483/1354/table3,"The main IPS-FIRST high S/N sources from the Chhetri et al. (2018MNRAS.474.4937C) IPS sample that lie within the FIRST overlap area ( Sadler E.M., Chhetri R., Morgan J., Mahony E.K., Jarrett T.H., Tingay S.)"
VizieR,J/MNRAS/483/1354/table4,"Expanded list of strongly scintillating (NSI>=0.90, NormSNR>=8.0) sources from the Chhetri et al. (2018MNRAS.474.4937C) IPS sample with no restriction on sky area ( Sadler E.M., Chhetri R., Morgan J., Mahony E.K., Jarrett T.H., Tingay S.)"
VizieR,J/MNRAS/483/1354/table5,"The IPS-MRC-1Jy sources from the Chhetri et al. (2018MNRAS.474.4937C) IPS sample that also appear in the MRC-1Jy sample ( Sadler E.M., Chhetri R., Morgan J., Mahony E.K., Jarrett T.H., Tingay S.)"
VizieR,J/MNRAS/483/1829/table1,"List of objects observed for the HST programme 10880 ( Urbano-Mayorgas J.J., Villar Martin M., Buitrago F., Piqueras Lopez J., Rodriguez del Pino B., Koekemoer A.M., Huertas-Company M., Dominguez-Tenreiro R., Carrera F.J., Tadhunter C.)"
VizieR,J/MNRAS/483/2057/table1a,"g-band extension of the MPP-VAC MaNGA PyMorph Photometric VAC ( Fischer J.-L., Dominguez Sanchez H., Bernardi M.)"
VizieR,J/MNRAS/483/2057/table1b,"r-band extension of the MPP-VAC MaNGA PyMorph Photometric VAC ( Fischer J.-L., Dominguez Sanchez H., Bernardi M.)"
VizieR,J/MNRAS/483/2057/table1c,"i-band extension of the MPP-VAC MaNGA PyMorph Photometric VAC ( Fischer J.-L., Dominguez Sanchez H., Bernardi M.)"
VizieR,J/MNRAS/483/2057/table3,"MDLM-VAC The MaNGA Deep Learning Morphological VAC ( Fischer J.-L., Dominguez Sanchez H., Bernardi M.)"
VizieR,J/MNRAS/483/2362/table1,"Variability information ( Rakshit S., Johnson A., Stalin C.S., Gandhi P., Hoenig S.)"
VizieR,J/MNRAS/483/3545/table2,"The revised catalogue of X-ray galaxy groups in 2deg^2^ of the COSMOS field, which was previously presented by Finoguenov et al. (2007ApJS..172..182F) and George et al. (2011ApJ...742..125G) ( Gozaliasl G., Finoguenov A., Tanaka M., et al.)"
VizieR,J/MNRAS/483/370/table1,"The integrated photometry of the CALIFA galaxies ( Bitsakis T., Sanchez S.F., Ciesla L., Bonfini P., Charmandaris V., Cervantes Sodi B., Maragkoudakis A., Diaz-Santos T., Zezas A.)"
VizieR,J/MNRAS/483/5045/tablee2,"Fit values and redshifts of the SNe in our sample ( Papadogiannakis S., Goobar A., Amanullah R., Bulla M., Dhawan S., Doran G., Feindt U., Ferretti R., Hangard L., Howell D.A., Johansson J., Kasliwal M.M., Laher R., Masci F., Nyholm A., Ofek E., Sollerman J., Yan L.)"
VizieR,J/MNRAS/483/540/tablee1,"Properties of the clusters ( Lovisari L., Reiprich T.H.)"
VizieR,J/MNRAS/483/5554/catalog,"Extragalactic X-ray source catalogue ( Earnshaw H.P., Roberts T.P., Middleton M.J., Walton D.J., Mateos S.)"
VizieR,J/MNRAS/484/1021/table4,"The large radio sources ( Orenstein B.J., Collier J.D., Norris R.P.)"
VizieR,J/MNRAS/484/1899/table1,"ASAS-SN SNe ( Holoien T.W-S., Brown J.S., Vallely P.J., et al.)"
VizieR,J/MNRAS/484/2832/catalog,The catalogue of cluster proper motions (table C1). See update with Gaia EDR3 in J/MNRAS/505/5978 ( Vasiliev E.)
VizieR,J/MNRAS/484/5192/tablea1,"Basic properties of the galaxies in our sample ( Chown R., Li C., Athanassoula E., Li N., Wilson C.D., Lin L., Mo H., Parker L.C., Xiao T.)"
VizieR,J/MNRAS/484/5868/tablea1,"Redshift catalogue of LBGs in the SSA22 field ( Hayashino T., Inoue A.K., Kousai K., Kashikawa N., Mawatari K., Matsuda Y., Tejos N., Prochaska J.X., Iwata I., Noll S., Burgarella D., Yamada T., Akiyama M.)"
VizieR,J/MNRAS/485/1188/acccat,"ALMA Calibrator Catalogue ( Bonato M., Liuzzo E., Herranz D., Gonzalez-nuevo J., Bonavera L., Tucci M., Massardi M., De Zotti G., Negrello M., Zwaan M.A.)"
VizieR,J/MNRAS/485/1188/list,"List of calibrators ( Bonato M., Liuzzo E., Herranz D., Gonzalez-nuevo J., Bonavera L., Tucci M., Massardi M., De Zotti G., Negrello M., Zwaan M.A.)"
VizieR,J/MNRAS/485/1528/tablea1,"Morphological catalogue of galaxies in the ZwCl0024+1652 cluster ( Amado Z.B., Povic M., Sanchez-Portal M., Tessema S.B., Bongiovanni A., Cepa J., Cervino M., Gonzalez-Serrano J.I., Nadolny J., Perez Garcia A.M., Perez-Martinez R., Pintos-Castro I.)"
VizieR,J/MNRAS/485/1822/table1,"Source properties ( Plavin A.V., Kovalev Y.Y., Pushkarev A.B., Lobanov A.P.)"
VizieR,J/MNRAS/485/2312/table,"Table of data ( Harris A., Drew J.E., Monguio M.)"
VizieR,J/MNRAS/485/586/table1,"Description of the galaxy cluster sample ( Rodriguez-Munoz L., Rodighiero G., Mancini C., et al.)"
VizieR,J/MNRAS/486/4290/table,"Properties of the 234 type II AGN sample ( Baron D., Netzer H.)"
VizieR,J/MNRAS/487/4285/table3,"Catalogue of the variable AGN candidates ( Pouliasis E., Georgantopoulos I., Bonanos A.Z., Yang M., Sokolovsky K.V., Hatzidimitriou D., Mountrichas G., Gavras P., Charmandaris V., Bellas-velidis I., Spetsieri Z.T., Tsinganos K.)"
VizieR,J/MNRAS/489/2907/table2,"*HI and derived parameters ( Schroeder A.C., Floer L., Winkel B., Kerp J.)"
VizieR,J/MNRAS/490/3508/tableb1,"A list of 674 QSOs identified by S^5^ with robust redshift measurements ( Li T.S., Koposov S.E., Zucker D.B., et al.)"
VizieR,J/MNRAS/492/719/catalog,"Catalog ( Timlin J., Brandt W.N., Ni Q., Luo B., Schneider D., Vivek M., Yi W.)"
VizieR,J/MNRAS/493/2438/2bigb,"The Second Brazil-ICRANet Gamma-ray Blazars (2BIGB) catalog ( Arsioli B., Chang Y.-L., Musiimenta B.)"
VizieR,J/MNRAS/493/2745/dr14quv,"GALEX UV data for SDSS DR14Q ( Vanden Berk D.E., Wesolowski S.C., Yeckley M.J., Marcinik J.M., Quashnock J.M., Machia L.M., Wu J.)"
VizieR,J/MNRAS/497/2163/tablea1,"Properties of the group sample ( Pasini T., Bruggen M., de Gasperin F., Borzan L., O'Sullivan E., Finoguenov A., Jarvis M., Gitti M., Brighenti F., Whittam I.H., Collier J.D., Heywood I., Gozaliasl G.)"
VizieR,J/MNRAS/498/1278/table1,"The radio measurements at 5.5GHz of the southern NLS1 sample ( Chen S., Jarvela E., Crepaldi L., Zhou M., Ciroi S., Berton M., Kharb P., Foschini L., Gu M., La Mura G., Vietri A.)"
VizieR,J/MNRAS/499/4325/tablea1,"Basic data for the SIGS galaxies ( Ramos Padilla A.F., Ashby M.L.N., Smith H.A., Martinez-Galarza J.R., Beverage A.G., Dietrich J., Higuera-G. M.-A., Weiner A.S.)"
VizieR,J/MNRAS/499/4325/tablea2,"Basic data for the SB galaxies ( Ramos Padilla A.F., Ashby M.L.N., Smith H.A., Martinez-Galarza J.R., Beverage A.G., Dietrich J., Higuera-G. M.-A., Weiner A.S.)"
VizieR,J/MNRAS/499/4325/tablea3,"Basic data for the AGN galaxies ( Ramos Padilla A.F., Ashby M.L.N., Smith H.A., Martinez-Galarza J.R., Beverage A.G., Dietrich J., Higuera-G. M.-A., Weiner A.S.)"
VizieR,J/MNRAS/499/4325/tablea4,"Basic data for the LSM galaxies ( Ramos Padilla A.F., Ashby M.L.N., Smith H.A., Martinez-Galarza J.R., Beverage A.G., Dietrich J., Higuera-G. M.-A., Weiner A.S.)"
VizieR,J/MNRAS/499/6053/sample,"The reference sample ( Laurenti M., Vagnetti F., Middei R., Paolillo M.)"
VizieR,J/MNRAS/502/4815/info,"Galaxy properties ( Trevisan M., Mamon G.A., Thuan T.X., Ferrari F., Pilyugin L.S., Ranjan A.)"
VizieR,J/MNRAS/503/1753/catalog,"Catalogue ( Sharma G., Salucci P., Harrison C.M., Van De Ven G., Lapi A.)"
VizieR,J/MNRAS/504/3662/table1,"unlensed galaxies ( Lemaux B.C., Fuller S., Bradac M., et al.)"
VizieR,J/MNRAS/504/3662/table2,"lensed galaxies ( Lemaux B.C., Fuller S., Bradac M., et al.)"
VizieR,J/MNRAS/504/5556/tablea1,"The HeII EW data ( Timlin J.D., Brandt W.N., Laor A.)"
VizieR,J/MNRAS/507/300/tableb1,"Galaxy properties ( Schnorr-Mueller A., Trevisan M., Riffel R., Chies-Santos A.L., Furlanetto C., Ricci T.V., Lohmann F.S., Flores-Freitas R., Mallmann N.D., Alamo-Martinez K.A.)"
VizieR,J/MNRAS/508/1084/table1,"General properties of MaNGA galaxies ( Kumari N., Amorin R., Perez-Montero E., Vilchez J., Maiolino R.)"
VizieR,J/MNRAS/508/2798/table1,"Parameters of 102 objects ( Sotnikova Y., Mikhailov A., Mufakharov T., Mingaliev M., Bursov N., Semenova T., Stolyarov V., Udovitskiy R., Kudryashova A., Erkenov A.)"
VizieR,J/MNRAS/508/5176/nep,"95 per cent reliability level catalogue ( Zhao X., Civano F., Fornasini F. M., et al.)"
VizieR,J/MNRAS/509/1587/csc2,"Chandra CSC2 ULX candidates ( Walton D.J., Mackenzie A.D., Gully H., Patel N.R., Roberts T.P., Earnshaw H.P., Mateos S.)"
VizieR,J/MNRAS/509/2377/tablea1,"Observation Log (08/08/2022 version) ( Durre M., Mould J.)"
VizieR,J/MNRAS/510/1515/tablea1,"Data table with SB2 parameters ( Kovalev M., Straumit I.)"
VizieR,J/MNRAS/514/1231/tableb2,"Galaxy members of CGs identified in SDSS DR16 ( Zandivarez A., Diaz-Gimenez E., Taverna A.)"
VizieR,J/MNRAS/515/2032/tablea1,"Radio and Optical data for 74 Giant Radio Galaxies ( Simonte M., Andernach H., Brueggen M., Schwarz D.J., Prandoni I., Willis A.G.)"
VizieR,J/MNRAS/515/256/rmpairs,"Coordinates, RM, redshift and angular separation of all sources in the sample ( Pomakov V.P., O'Sullivan S.P., Brueggen M., Vazza F., Carretti E., Heald G.H., Horellou C., Shimwell T., Shulevski A., Vernstrom T.)"
VizieR,J/MNRAS/517/367/tableb1,"Spectra with problem in wavelength calibration ( Kovalev M., Chen X., Han Z.)"
VizieR,J/MNRAS/517/367/tabled1,"Stellar parameters for M11 dataset ( Kovalev M., Chen X., Han Z.)"
VizieR,J/PASJ/53/653/table3,"List of objects detected in the K'-band image ( Tamura N., Ohta K., Maihara T., Iwamuro F., Motohara K., Takata T., Iye M.)"
VizieR,J/PASJ/56/965/table3,"Sample list of clusters of galaxies ( Fukazawa Y., Makishima K., Ohashi T.)"
