TAP_service,table_name,description
VizieR,J/A+A/643/A103/tableb2,"Summary of literature search ( Pena-Herazo H.A., Amaya-Almazan R.A., Massaro F., et al.)"
VizieR,J/A+A/643/A149/cj0395,"LAE candidates DR1, in narrow-band J0395 ( Spinoso D., Orsi A., Lopez-Sanjuan C., et al.)"
VizieR,J/A+A/643/A149/cj0410,"LAE candidates DR1, in narrow-band J0410 ( Spinoso D., Orsi A., Lopez-Sanjuan C., et al.)"
VizieR,J/A+A/643/A149/cj0430,"LAE candidates DR1, in narrow-band J0430 ( Spinoso D., Orsi A., Lopez-Sanjuan C., et al.)"
VizieR,J/A+A/643/A149/cj0515,"LAE candidates DR1, in narrow-band J0515 ( Spinoso D., Orsi A., Lopez-Sanjuan C., et al.)"
VizieR,J/A+A/643/A4/tablea1,"Summary of the total IR luminosity ({lambda}=8-1000um) estimations of our sample ( Fudamoto Y., Oesch P.A., Faisst A., et al.)"
VizieR,J/A+A/643/A80/table,"Measured reddening corrected relative to H{beta} emission line and derived properties for the HeII-emitters ( Perez-Montero E., Kehrig C., Vilchez J.M., Garcia-Benito R., Duarte Puertas S., Iglesias-Paramo J.)"
VizieR,J/A+A/644/A144/table3,"List of selected DSFGs and their physical properties ( Donevski D., Lapi A., Malek K., Liu D., Gomez-Guijarro C., Dave R., Kraljic K., Pantoni L., Man A., Fujimoto S., Feltre A., Pearson W., Li Q., Narayanan, D.)"
VizieR,J/A+A/644/A163/table1,"Complete list of strong lens candidates from visual inspection of the highest neural network scores ( Canameras R., Schuldt S., Suyu S. H., Taubenberger S., Meinhardt T., Leal-Taixe L., Lemon C., Rojas K., Savary E.)"
VizieR,J/A+A/645/A74/xfcz,"The XMM-Newton spectral-fit Z catalogue ( Ruiz A., Georgantopoulos I., Corral A.)"
VizieR,J/A+A/645/A74/xfczabs,"Atlas of X-ray absorbed AGN ( Ruiz A., Georgantopoulos I., Corral A.)"
VizieR,J/A+A/645/A95/table3,"ROSAT NEP candidate optical ID catalogue ( Hasinger G., Freyberg M., Hu E.M., Waters C.Z., Capak P., Moneti A., McCracken H.J.)"
VizieR,J/A+A/646/A57/tablea2,"Redshift catalogue from the VLT/MUSE spectroscopic study ( Vanzella E., Caminha G.B., Rosati P., et al.)"
VizieR,J/A+A/646/A83/a2744,"Spectroscopic catalog for Abell 2744 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/646/A83/a370,"Spectroscopic catalog for Abell 370 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/646/A83/bullet,"Spectroscopic catalog for Bullet ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/646/A83/mc1206,"Spectroscopic catalog for MACS J1206.2-0847 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/646/A83/mc2214,"Spectroscopic catalog for MACS J2214.9-1359 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/646/A83/mc257,"Spectroscopic catalog for MACS J0257.6-2209 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/646/A83/mc329,"Spectroscopic catalog for MACS J0329.6-0211 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/646/A83/mc416ne,"Spectroscopic catalog for MACS J0416.1-2403 (North-East pointing) ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/646/A83/mc416s,"Spectroscopic catalog for MACS J0416.1-2403 (South pointing) ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/646/A83/mc940,"Spectroscopic catalog for MACS J0940.9+0744 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/646/A83/rxj1347,"Spectroscopic catalog for RXJ1347.5-1145 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/646/A83/smc2031,"Spectroscopic catalog for SMACS J2031.8-4036 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/646/A83/smc2131,"Spectroscopic catalog for SMACS J2131.1-4019 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/646/A96/table1,"IDs, coordinates and redshifts of the targets ( Circosta C., Mainieri V., Lamperti I., et al.)"
VizieR,J/A+A/647/A106/catalog,"PSZSPT catalog ( Melin J.-B., Bartlett J.G., Tarrio P., Pratt G.W.)"
VizieR,J/A+A/647/A152/tableb1,"kinematic and morphological parameters ( Abril-Melgarejo V., Epinat B., Mercier W., Contini T., Boogaard L.A., Brinchmann J., Finley H., Michel-Dansac L., Ventou E., Amram P., Krajnovic D., Mahler G., Pineda J.C.B., Richard J.)"
VizieR,J/A+A/647/A50/sources,"List of sources with images (from table1 of the paper) ( Cuciti V., Cassano R., Brunetti G., Dallacasa D., van Weeren R.J., Giacintucci S., Bonafede A., de Gasperin F., Ettori S., Kale R., Pratt G.W., Venturi T.)"
VizieR,J/A+A/648/A102/tablec1,"Basic radio properties and radio classification for the FR objects in our sample ( Vardoulaki E., Jimenez Andrade E.F., Delvecchio I., et al.)"
VizieR,J/A+A/648/A122/catalog,"Binary morphology SDSS galaxies catalog ( Vavilova I.B., Dobrycheva D.V., Vasylenko M.Yu., Elyiv A.A., Melnyk O.V., Khramtsov V.)"
VizieR,J/A+A/648/A4/bootes,"Bootes Field Photometric redshift catalogue ( Duncan K.J., Kondapally R., Brown M.J.I., et al.)"
VizieR,J/A+A/648/A4/en1,"ELAIS-N1 Photometric redshift catalogue ( Duncan K.J., Kondapally R., Brown M.J.I., et al.)"
VizieR,J/A+A/648/A4/lockman,"Lockman Hole photometric redshift catalogue ( Duncan K.J., Kondapally R., Brown M.J.I., et al.)"
VizieR,J/A+A/650/A76/coma,"Catalogue of Coma galaxies within the Westerbork Coma Survey ( Healy J., Blyth S-L., Verheijen M.A.W., Hess K.M., Serra P., van der Hulst J.M., Jarrett T.H., Yim K., Jozsa G.I.G.)"
VizieR,J/A+A/650/A84/table1,"The general properties ( Villar-Martin M., Emonts B.H.C., Cabrera Lavers A., Bellocchi E., Alonso Herrero A., Humphrey A., Dall'Agnol de Oliveira B., Storchi-Bergmann T.)"
VizieR,J/A+A/651/A81/table1,"List of the 44 SNe Ic in the used in this work with their coordinates, redshifts, distances and extinction estimates ( Barbarino C., Sollerman J., Taddia F., Fremling C., Karamehmetoglu E., Arcavi I., Gal-Yam A., Laher R., Schulze S., Wozniak P., Yan L.)"
VizieR,J/A+A/652/A12/table3,"The new X-CLASS catalogue (table 3) ( Koulouridis E., Clerc N., Sadibekova T., et al.)"
VizieR,J/A+A/652/A2/tableh1,"Final catalog of {rho} Oph (known and new sources) ( Grasser N., Ratzenboeck S., Alves J., Grossschedl J., Meingast S., Zucker C., Hacar A., Lada C., Goodman A., Lombardi M., Forbes J.C., Bomze I.M., Moeller T.)"
VizieR,J/A+A/652/A23/table1,"IR line fluxes for star-forming galaxies ( Fernandez-Ontiveros J.A., Perez-Montero E., Vilchez J.M., Amorin R., Spinoglio L.)"
VizieR,J/A+A/653/A74/nonxray,"Host galaxy properties of non X-ray sources in the Bootes field ( Mountrichas G., Buat V., Yang G., Boquien M., Burgarella D., Ciesla L., Malek K., Shirley R.)"
VizieR,J/A+A/653/A74/xray,"Host galaxy properties of X-ray sources in the Bootes field ( Mountrichas G., Buat V., Yang G., Boquien M., Burgarella D., Ciesla L., Malek K., Shirley R.)"
VizieR,J/A+A/653/A83/list,"List of GRB host galaxies with spectra ( Vielfaure J.-B., Vergani S.D., Gronke M., Japelj J., Palmerio J.T., Fynbo J.P.U., Malesani D.B., Milvang-Jensen B., Salvaterra R., Tanvir N.R.)"
VizieR,J/A+A/653/L6/table1,"Complete list of strong lens candidates from visual inspection of the highest neural network scores ( Canameras R., Schuldt S., Shu Y., Suyu S.H., Taubenberger S., Meinhardt T., Leal-Taixe L., Chao D.C.-Y., Inoue K.T., Jaelani A.T., More A.)"
VizieR,J/A+A/654/A117/catalog,"Catalog ( Gao F., Wang L., Efstathiou E., Malek K., Best P.N., Bonato M., Farrah D., Kondapally R., McCheyne I., Rottgering H.J.A.)"
VizieR,J/A+A/654/A169/table1,"Doppler factor (delta_var_) estimates ( Liodakis I., Hovatta T., Aller M.F., Aller H.D., Gurwell M.A., Laehteenmaeki A., Tornikoski M.)"
VizieR,J/A+A/654/A80/tableb1,"Catalog of MUSE emission line sources studied in this work released with the paper ( Schmidt K.B., Kerutt J., Wisotzki L., et al.)"
VizieR,J/A+A/654/A80/tablec1,"Catalog of UV emission line sources collected from the literature provided with the paper ( Schmidt K.B., Kerutt J., Wisotzki L., et al.)"
VizieR,J/A+A/654/A93/tablea1,"Properties derived for each of the 1212 sources with good XCIGALE fits ( Buat V., Mountrichas G., Yang G., Boquien M., Roehlly Y., Burgarella D., Stalevski M., Ciesla L., Theule P.)"
VizieR,J/A+A/655/A109/table2,"Properties of the 3430 X-ray observations ( Bisogni S., Lusso E., Civano F., Nardini E., Risaliti G., Elvis M., Fabbiano G.)"
VizieR,J/A+A/655/A115/tablea1,"Properties of the ITP GCs ( Ferragamo A., Barrena R., Rubino-Martin J.A., Aguado-Barahona A., Streblyanska A., Tramonte D., Genova-Santos R.T., Hempel A., Lietzen H.)"
VizieR,J/A+A/655/A115/tablea2,"Properties of the SDSS GCs ( Ferragamo A., Barrena R., Rubino-Martin J.A., Aguado-Barahona A., Streblyanska A., Tramonte D., Genova-Santos R.T., Hempel A., Lietzen H.)"
VizieR,J/A+A/655/A115/tablea3,"Properties of the GCs not associated with the PSZ1 signal ( Ferragamo A., Barrena R., Rubino-Martin J.A., Aguado-Barahona A., Streblyanska A., Tramonte D., Genova-Santos R.T., Hempel A., Lietzen H.)"
VizieR,J/A+A/655/A48/tableb1,"Catalogue (for 103 sources) ( de la Calle Perez I., Alvarez Crespo N., Racero E., Rouco A.)"
VizieR,J/A+A/655/A48/tableb2,"Model catalog (for the 103 sources) ( de la Calle Perez I., Alvarez Crespo N., Racero E., Rouco A.)"
VizieR,J/A+A/656/A117/table1,"Chandra J1030 multi-wavelength catalog ( Marchesi S., Mignoli M., Gilli R., et al.)"
VizieR,J/A+A/656/A144/tables,"Groups and clusters (tables 3-8, A1) ( Bohringer H., Chon G.)"
VizieR,J/A+A/657/A64/table3,"Final supernovae and their host galaxies ( Sollerman J., Yang S., Perley D., Schulze S., Fremling C., Kasliwal M., Shin K., Racine B.)"
VizieR,J/A+A/658/A12/tablea1,"Basic data of the sample ( Jarvela E., Dahale R., Crepaldi L., Berton M., Congiu E., Antonucci R.)"
VizieR,J/A+A/658/A159/table1,"Radial velocities of 126 member galaxies of A780 ( Girardi M., Boschin W., Nonino M., Innocentin C., De Grandi S.)"
VizieR,J/A+A/658/A59/table3,"Galaxy clusters in the RXGCC catalog ( Xu W., Ramos-Ceja M.E., Pacaud F., Reiprich T.H., Erben T.)"
VizieR,J/A+A/659/A126/tablea1,"362 PSZ2 optical counterparts presented in this paper ( Aguado-Barahona A., Rubino-Martin J.A., Ferragamo A., Barrena R., Streblyanska A., Tramonte D.)"
VizieR,J/A+A/659/A126/tablea2,"26 clusters and groups beyond PSZ2 ( Aguado-Barahona A., Rubino-Martin J.A., Ferragamo A., Barrena R., Streblyanska A., Tramonte D.)"
VizieR,J/A+A/659/A131/table1,"Properties of AGN hosts in our sample ( Deconto-Machado A., Riffel R.A., Ilha G.S., Rembold S.B., Storchi-Bergmann T., Riffel R., Schimoia J.S., Schneider D.P., Bizyaev D., Feng S., Wylezalek D., da Costa L.N., do Nascimento J.C., Maia M.A.G.)"
VizieR,J/A+A/659/A131/table2,"Properties of control galaxies ( Deconto-Machado A., Riffel R.A., Ilha G.S., Rembold S.B., Storchi-Bergmann T., Riffel R., Schimoia J.S., Schneider D.P., Bizyaev D., Feng S., Wylezalek D., da Costa L.N., do Nascimento J.C., Maia M.A.G.)"
VizieR,J/A+A/659/A183/tableb1,"Catalog ( Kerutt J., Wisotzki L., Verhamme A., Schmidt K.B., Leclercq F., Herenz E.C., Urrutia T., Garel T., Hashimoto T., Maseda M., Matthee J., Kusakabe H., Schaye J., Richard J., Guiderdoni B., Mauerhofer V., Nanayakkara T., Vitte E.)"
VizieR,J/A+A/659/A32/tablea2,"First release of the Turin-SyCAT ( Pena-Herazo H., Massaro F., Chavushyan V., Masetti N., Paggi A., Capetti A.)"
VizieR,J/A+A/659/A40/catalog1,"Physical parameters of galaxies ( Sharma G., Salucci P., van de Ven G.)"
VizieR,J/A+A/660/A69/s4getgp3,"Early-type galaxy extension to the S4G ( Watkins A.E., Salo H., Laurikainen E., et al.)"
VizieR,J/A+A/660/A78/fsamp,"Full PSZ2 clusters in LoTSS-DR2 (table A1) ( Botteon A., Shimwell T.W., Cassano R., et al.)"
VizieR,J/A+A/661/A14/table1,"Properties of the shear-selected clusters within the eFEDS footprint ( Ramos-Ceja M.E., Oguri M., Miyazaki S., et al.)"
VizieR,J/A+A/661/A2/efeds_cl,"eFEDS cluster catalog ( Liu A., Bulbul E., Ghirardini V., et al.)"
VizieR,J/A+A/661/A3/ctp2,"2nd counterparts for eROSITA sources in Main catalog of Brunner et al., 2022A&A...611A...1B, Cat. J/A+A/661/A1 ( Salvato M., Wolf J., Dwelly T., et al.)"
VizieR,J/A+A/661/A3/ctphard,"Counterparts for eROSITA sources in Hard catalog of Brunner et al., 2022A&A...611A...1B, Cat. J/A+A/661/A1 ( Salvato M., Wolf J., Dwelly T., et al.)"
VizieR,J/A+A/661/A3/ctpmain,"Counterparts for eROSITA sources in Main catalog of Brunner et al., 2022A&A...611A...1B, Cat. J/A+A/661/A1 ( Salvato M., Wolf J., Dwelly T., et al.)"
VizieR,J/A+A/661/A7/table2,"X-ray observable measurements of eFEDS clusters ( Bahar Y.E., Bulbul E., Clerc N., Ghirardini V., Liu A., Nandra K., Pacaud F., Chiu I-N., Comparat J., Ider-Chitham J., Klein M., Liu T., Merloni A., Migkas K., Okabe N., Ramos-Ceja M.E., Reiprich T.H., Sanders J.S., Schrabback T.)"
VizieR,J/A+A/662/A98/tablea1,"Literature low-z measurements collected by Lanzuisi et al. (2019ApJ...875L..20L) ( Bertola E., Vignali C., Lanzuisi G., Dadina M., Cappi M., Gilli R., Matzeu G.A., Chartas G., Piconcelli E., Comastri A.)"
VizieR,J/A+A/662/A98/tablea2,"Literature low-z measurements collected in this work ( Bertola E., Vignali C., Lanzuisi G., Dadina M., Cappi M., Gilli R., Matzeu G.A., Chartas G., Piconcelli E., Comastri A.)"
VizieR,J/A+A/663/A158/tablea1,"VVVX galaxies of the massive cluster Ophiuchus ( Galdeano D., Coldwell G., Duplancic F., Alonso S., Pereyra L., Minniti D., Zelada Bacigalupo R., Valotto C., Baravalle L., Alonso M.V., Nilo Castellon J.L.)"
VizieR,J/A+A/663/L7/sample,"Properties of the final sample ( Sacchi A., Risaliti G., Signorini M., Lusso E., Nardini E., Bargiacchi G., Bisogni S., Civano F., Elvis M., Fabbiano G., Gilli R., Trefoloni B., Vignali C.)"
VizieR,J/A+A/664/A117/table6,"*List of the 677 AGN constituting the main sample ( De Cicco D., Bauer F.E., Paolillo M., Sanchez-Saez P., Brandt W.N., Vagnetti F., Pignata G., Radovich M., Vaccari M.)"
VizieR,J/A+A/664/A73/tablee1,"Physical parameters from PL+OTMBB (Physical_parameters_plotmbb_final_21Oct) ( Burgarella D., Bogdanoska J., Nanni A., et al.)"
VizieR,J/A+A/664/A78/tablec2,"Stellar parameters for individual red-arm spectra ( Frasca A., Molenda-Zakowicz J., Alonso-Santiago J., Catanzaro G., De Cat P., Fu J.N., Zong W., Wang J.X., Cang T., Wang J.T.)"
VizieR,J/A+A/664/A78/tablec3,"Stellar parameters for individual blue-arm spectra ( Frasca A., Molenda-Zakowicz J., Alonso-Santiago J., Catanzaro G., De Cat P., Fu J.N., Zong W., Wang J.X., Cang T., Wang J.T.)"
VizieR,J/A+A/665/A100/ak3,"Main properties of the clusters in the sample ( Lesci G.F., Nanni L., Marulli F., Moscardini L., Veropalumbo A., Maturi M., Sereno M., Radovich M., Bellagamba F., Roncarelli M., Bardelli S., Castignani G., Covone G., Giocoli C., Ingoglia L., Puddu E.)"
VizieR,J/A+A/665/A54/tablef1,"Morpho-kinematics params for MS galaxies in MAGIC ( Mercier W., Epinat B., Contini T., Abril-Melgarejo V., Boogaard L., Brinchmann J., Finley H., Krajnovic D., Michel-Dansac L., Ventou E., Bouche N., Dumoulin J., Pineda J.C.B.)"
VizieR,J/A+A/665/A71/tablec1,"Polarised source catalogue ( Osinga E., van Weeren R.J., Andrade-Santos F., Rudnick L., Bonafede A., Clarke T., Duncan K., Giacintucci S., Mroczkowski T., Roettgering H.J.A.)"
VizieR,J/A+A/666/A115/tablea1,"IR emission line fluxes for the of AGN and their references ( Perez-Diaz B., Perez-Montero E., Fernandez-Ontiveros J.A., Vilchez J.M.)"
VizieR,J/A+A/666/A115/tablea3,"Optical emission line fluxes for the of AGN and their references ( Perez-Diaz B., Perez-Montero E., Fernandez-Ontiveros J.A., Vilchez J.M.)"
VizieR,J/A+A/666/A161/table1,"Galaxy sample ( Bik A., Ostlin G., Hayes M., Melinder J., Menacho V.)"
VizieR,J/A+A/666/A186/table1,"Catalogue of 194353 SDSS star-forming galaxies empirically corrected for aperture using Iglesias-Paramo et al. (2016ApJ...826...71I): oxygen and nitrogen-to-oxygen abundance and related relevant data ( Duarte Puertas S., Vilchez J.M., Iglesias-Paramo J., Molla M., Perez-Montero E., Kehrig C., Pilyugin L.S., Zinchenko I.A.)"
VizieR,J/A+A/666/L9/muse,"MUSE redshift catalogue (table A1) ( Caminha G.B., Suyu S.H., Mercurio A., Brammer G., Bergamini P., Acebron A., Vanzella E.)"
VizieR,J/A+AS/103/349/table1,"The S4 radio source catalogue ( STICKEL M., KUEHR H.)"
VizieR,J/A+AS/108/61/table2,"Galaxies with spatially extended or possibly extended line-emission ( Fehmers G.C., de Grijp M.H.K., Miley G.K., Keel W.C.)"
VizieR,J/A+AS/109/171/table1,"F117 field (l = 270deg, b = -45deg) ( FLYNN C., SOMMER-LARSEN J., CHRISTENSEN P.R., HAWKINS M.R.S.)"
VizieR,J/A+AS/109/171/table2,"22h field (l = 38deg, b = -51deg) ( FLYNN C., SOMMER-LARSEN J., CHRISTENSEN P.R., HAWKINS M.R.S.)"
VizieR,J/A+AS/109/171/table3,"SA287 field (l = 0deg, b = -47deg) ( FLYNN C., SOMMER-LARSEN J., CHRISTENSEN P.R., HAWKINS M.R.S.)"
VizieR,J/A+AS/109/171/table4,"South Galactic Pole field ( FLYNN C., SOMMER-LARSEN J., CHRISTENSEN P.R., HAWKINS M.R.S.)"
VizieR,J/A+AS/109/537/table10,"Photometry, diameters, types, and redshifts ( Hopp U., Kuhm B., Thiele U., Birkle K., Elsaesser H.)"
VizieR,J/A+AS/110/19/table2,"Spectroscopic observations of galaxy pairs ( Davoust E., Considere S.)"
VizieR,J/A+AS/110/269/table3,"A compilation of optically identified and published galaxies within l=0-360; |b|<5 ( Weinberger R., Saurer W., Seeberger R.)"
VizieR,J/A+AS/110/371/table,"ESO-LV Binary list ( Soares D.S.L., de Souza R.E., de Carvalho R.R., Couto da Silva T.C.)"
VizieR,J/A+AS/110/469/table3a,"Optical and X-rays of the AGN ( BADE N., FINK H. H., ENGELS D., VOGES W., HAGEN H.-J., WISOTZKI L., REIMERS D.)"
VizieR,J/A+AS/112/257/table1,"Target galaxies ( Gavazzi G., Boselli A., Carrasco L.)"
VizieR,J/A+AS/112/347/f287,"List of candidates and their spectroscopic identification: Field 287 ( CRISTIANI S., LA FRANCA F., ANDREANI P., GEMMO A., GOLDSCHMIDT P., MILLER L., VIO R., BARBIERI C., BODINI L., IOVINO A., LAZZARIN M., CLOWES R., MACGILLIVRAY H., GOUIFFES CH., LISSANDRINI C., SAVAGE A.)"
VizieR,J/A+AS/112/347/f295,"List of candidates and their spectroscopic identification: Field 295 ( CRISTIANI S., LA FRANCA F., ANDREANI P., GEMMO A., GOLDSCHMIDT P., MILLER L., VIO R., BARBIERI C., BODINI L., IOVINO A., LAZZARIN M., CLOWES R., MACGILLIVRAY H., GOUIFFES CH., LISSANDRINI C., SAVAGE A.)"
VizieR,J/A+AS/112/347/f351,"List of candidates and their spectroscopic identification: Field 351 ( CRISTIANI S., LA FRANCA F., ANDREANI P., GEMMO A., GOLDSCHMIDT P., MILLER L., VIO R., BARBIERI C., BODINI L., IOVINO A., LAZZARIN M., CLOWES R., MACGILLIVRAY H., GOUIFFES CH., LISSANDRINI C., SAVAGE A.)"
VizieR,J/A+AS/112/347/f534,"List of candidates and their spectroscopic identification: Field 534 ( CRISTIANI S., LA FRANCA F., ANDREANI P., GEMMO A., GOLDSCHMIDT P., MILLER L., VIO R., BARBIERI C., BODINI L., IOVINO A., LAZZARIN M., CLOWES R., MACGILLIVRAY H., GOUIFFES CH., LISSANDRINI C., SAVAGE A.)"
VizieR,J/A+AS/112/347/fsa94,"List of candidates and their spectroscopic identification: Field SA94 ( CRISTIANI S., LA FRANCA F., ANDREANI P., GEMMO A., GOLDSCHMIDT P., MILLER L., VIO R., BARBIERI C., BODINI L., IOVINO A., LAZZARIN M., CLOWES R., MACGILLIVRAY H., GOUIFFES CH., LISSANDRINI C., SAVAGE A.)"
VizieR,J/A+AS/112/347/fsgp,"List of candidates and their spectroscopic identification: Field SGP ( CRISTIANI S., LA FRANCA F., ANDREANI P., GEMMO A., GOLDSCHMIDT P., MILLER L., VIO R., BARBIERI C., BODINI L., IOVINO A., LAZZARIN M., CLOWES R., MACGILLIVRAY H., GOUIFFES CH., LISSANDRINI C., SAVAGE A.)"
VizieR,J/A+AS/113/151/table4,"Results from Cross-Correlation, Fourier-Quotient and Fourier-Correlation-Quotient methods ( DI NELLA H., GARCIA A.M., GARNIER R., PATUREL G.)"
VizieR,J/A+AS/114/565/table1,"Heliocentric redshifts for galaxies ( Proust D., Mazure A., Vanderriest C., Sodre L. Jr., Capelato H.V.)"
VizieR,J/A+AS/115/1/table1,"The S5 radio source catalogue ( Stickel M., Kuehr H.)"
VizieR,J/A+AS/115/11/table1,"Observed 1 Jy Radio Sources ( Stickel H., Kuehr M.)"
VizieR,J/A+AS/115/11/table2,"Observed S4 Radio Sources ( Stickel H., Kuehr M.)"
VizieR,J/A+AS/115/11/table3,"Observed S5 Radio Sources ( Stickel H., Kuehr M.)"
VizieR,J/A+AS/115/235/table3,"Coordinates, magnitudes, and redshifts of QSOs and Seyfert 1 galaxies ( Reimers D., Koehler T., Wisotzki L.)"
VizieR,J/A+AS/115/439/table1,"Properties of galaxies detected in the CO J=1-0 line ( Elfhag T., Booth R.S., Johansson L.E.B., Hoeglund B., Sandqvist A.)"
VizieR,J/A+AS/115/439/table2,"Galaxies searched for CO, with negative results ( Elfhag T., Booth R.S., Johansson L.E.B., Hoeglund B., Sandqvist A.)"
VizieR,J/A+AS/116/203/table1,Redshifts and types inside clusters ( Stein P.)
VizieR,J/A+AS/116/203/table2,Redshifts and types outside clusters ( Stein P.)
VizieR,J/A+AS/116/43/table4,"Observational data ( Popescu C.C., Hopp U., Hagen H.J., Elsaesser H.)"
VizieR,J/A+AS/118/111/table2,"Catalog elements ( Heraudeau P., Simien F.)"
VizieR,J/A+AS/118/231/table1,"Individual observations ( Levato H., Malaroda S., Morrell N., Solivella G., Grosso M.)"
VizieR,J/A+AS/118/65/table4,"Data of 323 objects with R>22.5mag in Cl 0939+47 field ( Belloni P., Roeser H.-J.)"
VizieR,J/A+AS/118/65/table5,"Data of 200 objects with R>22.5mag in Cl 0016+161 field ( Belloni P., Roeser H.-J.)"
VizieR,J/A+AS/118/7/ucmsample,"Photometric parameters, B+D decomposition parameters and morphological types of Universidad Complutense de Madrid (UCM) objects (Tables 2-6) ( Vitores A.G., Zamorano J., Rego M., Alonso O., Gallego J.)"
VizieR,J/A+AS/119/265/table3,"List of high probability candidates ( Iovino A., Clowes R., Shaver P.)"
VizieR,J/A+AS/122/521/table1,"Catalog elements for program galaxies ( Simien F., Prugniel P.)"
VizieR,J/A+AS/124/1/table6,"The Centaurus Cluster Catalogue ( Jerjen H., Dressler A.)"
VizieR,J/A+AS/124/255/table1,"Radial velocities ( Fehrenbach C., Duflot M., Mannone C., Burnage R., Genty V.)"
VizieR,J/A+AS/124/283/table4,"Spectroscopic analysis of A1300 ( Pierre M., Oukbir J., Dubreuil D., Soucail G., Sauvageot J.-L., Mellier Y.)"
VizieR,J/A+AS/126/15/table1,"Catalog elements for program galaxies ( Simien F., Prugniel P.)"
VizieR,J/A+AS/126/509/table6,"Optical follow-up observations ( Molthagen K., Wendker H.J., Briel U.G.)"
VizieR,J/A+AS/126/519/table1,"Catalog elements for program galaxies ( Simien F., Prugniel P.)"
VizieR,J/A+AS/127/367/catalog,"*Main catalogue (AppenC) ( Young C.K., Currie M.J.)"
VizieR,J/A+AS/127/367/sumcat,"Summary catalogue (AppenE) ( Young C.K., Currie M.J.)"
VizieR,J/A+AS/127/409/table1,"List of new Local Volume dwarf candidates ( Karachentseva V.E., Karachentsev I.D.)"
VizieR,J/A+AS/127/409/table2,"Other candidates selected in the visual search and rejected ( Karachentseva V.E., Karachentsev I.D.)"
VizieR,J/A+AS/128/153/table3,"Radio, optical and X-ray data for 373 sources ( Machalski J.)"
VizieR,J/A+AS/128/507/table2-4,"Names, coordinates, redshift, observing dates, B magnitudes and comments ( Engels D., Hagen H.-J., Cordis L., Koehler S., Wisotzki L., Reimers D.)"
VizieR,J/A+AS/129/87/table3,"IRAS PSC galaxies and ROSAT All-Sky Survey II sources separated by less than 100 arcsec. ( Boller T., Bertoldi F., Dennefeld M., Voges W.)"
VizieR,J/A+AS/130/251/table1,"Parameter of 21 shell galaxies ( Longhetti M., Rampazzo R., Bressan A., Chiosi C.)"
VizieR,J/A+AS/130/251/table2,"Parameter of 30 pair galaxies ( Longhetti M., Rampazzo R., Bressan A., Chiosi C.)"
VizieR,J/A+AS/130/285/table1,"Global properties of the sample ( Contini T., Considere S., Davoust E.)"
VizieR,J/A+AS/130/323/table3,"Catalogue ( Vettolani G., Zucca E., Merighi R., et al.)"
VizieR,J/A+AS/131/221/table1,"MEFOS and OPTOPUS multifiber spectra velocities for A3733 ( Solanes J.M., Stein P.)"
VizieR,J/A+AS/131/295/table2,"Coordinates, velocities and magnitudes of ELGs ( Ugryumov A.V., Pustilnik S.A., Lipovetsky V.A., Izotov Yu.I., Richter G.)"
VizieR,J/A+AS/131/295/table4,"Objects with non-detected emission lines ( Ugryumov A.V., Pustilnik S.A., Lipovetsky V.A., Izotov Yu.I., Richter G.)"
VizieR,J/A+AS/135/511/table1,"Coordinates, velocities, magnitudes and classification of emission-line galaxies ( Ugryumov A.V., Engels D., Lipovetsky V.A., Hagen H.-J., Hopp U., Pustilnik S.A., Kniazev A.Yu., Richter G., Izotov Yu.I., Popescu C.C.)"
VizieR,J/A+AS/135/511/table3,"Coordinates, redshifts and magnitudes of QSOs ( Ugryumov A.V., Engels D., Lipovetsky V.A., Hagen H.-J., Hopp U., Pustilnik S.A., Kniazev A.Yu., Richter G., Izotov Yu.I., Popescu C.C.)"
VizieR,J/A+AS/135/511/table4,"Galaxies without emission lines ( Ugryumov A.V., Engels D., Lipovetsky V.A., Hagen H.-J., Hopp U., Pustilnik S.A., Kniazev A.Yu., Richter G., Izotov Yu.I., Popescu C.C.)"
VizieR,J/A+AS/135/571/table4,"Polarization properties at 6.3cm (N=154 sources) ( Zukowski E.L.H., Kronberg P.P., Forkert T., Wielebinski R.)"
VizieR,J/A+AS/136/35/table1,"List of WR galaxies (all WR populations outside Local Group) ( Schaerer D., Contini T., Pindao M.)"
VizieR,J/A+AS/136/35/table2,"List of extragalactic regions with nebular ( Schaerer D., Contini T., Pindao M.)"
